Tienda,Periodo,Área,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,CAPO,CAPE,ProdUnid
P080 Bolichera - PVH,202605,ALMACÉN,740580,4790793,6.468978494623661,742372.3751009792,4708357,6.34231141798556,7.5,7.5,61473.847892755286
P238 Grifo Mexico - PVH,202605,INVENTARIOS,739010,2835412,1.8990322580645165,717636.5106199764,1253610,1.7468591998155003,2.0,2.0,68991.98233395616
P120 Universitaria - PVH,202605,ALMACÉN,736258,3610330,4.903622311827955,596918.5278830815,3785843,6.34231141798556,7.5,6.0,63575.04313658849
P068 Primavera - PVH,202605,ALMACÉN,729603,4553949,4.740524193548388,10.857777777777777,49,4.5,4.5,6.5,68701.68502530514
P465 Sucre - PVH,202605,ALMACÉN,729129,7280006,9.97387096774195,865770.4322905757,7479675,8.639328487126736,10.0,10.5,59095.10980303364
V095 Monterrico - VIV,202605,ALMACÉN,728367,3036869,4.169422043010746,660066.4204030655,3080038,4.666254691791765,5.5,4.5,77417.92427588221
P147 Juliaca - PVH,202605,ELECTRO,726204,2310055,3.1810013440860203,1043166.5261116799,2335244,2.2386113269033254,2.5,4.0,21269.717513885582
P089 Risso - PVH,202605,ALMACÉN FRESCOS,717063,994679,1.3871572580645148,203055.2295442378,886772,4.3671479995387505,5.0,2.0,74012.73316570508
SO06 Tarapoto 2 - PVO,202605,ALMACÉN,713936,5294636,7.386034946236554,846518.4273846152,5502370,6.5,6.5,8.5,46496.12444292396
V090 Pezet - VIV,202605,ALMACÉN,707032,1984379,2.806633064516128,654764.521102705,1944281,2.9694348038674865,3.5,3.5,74073.92958788587
P142 Chincha - PVH,202605,ALMACÉN,699120,3618087,5.175201612903233,521988.3185727927,3268705,6.262027767282631,7.0,6.0,58527.38166660165
P141 Chosica - PVH,202605,ALMACÉN,682579,3925357,5.750772849462356,610876.5386940958,3468125,5.677292399400376,6.5,6.0,53865.28178190177
P001 Los Olivos - PVH,202605,ALMACÉN,680063,4119125,6.056975806451619,787655.1434017438,4127768,5.240577599446501,6.5,7.5,62155.595800629715
P122 Ica - PVH,202605,ALMACÉN,668637,5040899,7.539065860215067,988719.9657663414,4869391,4.924944919187316,6.5,8.0,50342.97445296132
P262 Talara Municipalidad - PVH,202605,ALMACÉN,667484,4236819,6.2413373655914155,616386.9787614811,4076054,6.61281698794173,7.5,7.5,61441.63943358035
P107 Mercaderes - PVS,202605,ALMACÉN FRESCOS,652883,726499,1.112755376344086,0,,2.292005987292278,2.0,1.5,80846.47525637467
P126 Santa Clara - PVH,202605,ALMACÉN FRESCOS,651060,1202264,1.846626344086021,1162527.8801092464,2057537,1.769881609812787,2.0,2.0,59314.30597791676
P769 Chiclayo Aventura - PVH,202605,ABARROTES,645654,3928933,6.085201612903228,474187.45835265395,3396869,7.163556246090641,8.0,8.0,63236.68868818456
P059 Callao - PVH,202605,ALMACÉN,632604,3194423,5.049643817204298,503585.5674230583,3193896,6.34231141798556,7.5,6.0,56145.34613987203
1198 Cusco Wanchaq - PVH,202605,ALMACÉN,631693,2548182,4.033891129032256,561275.6556673786,2259465,4.025589278967406,4.5,5.0,59358.56778004912
P223 Cusco Mall - PVH,202605,ELECTRO,622357,2861282,4.601370967741935,456102.7856775843,2042074,4.477222653806651,5.0,5.0,6835.788772630879
P118 Alfonso Ugarte - PVH,202605,ALMACÉN,620114,2400450,3.8709811827956995,559240.9621469091,2442288,4.3671479995387505,4.5,4.0,44499.05382272977
P258 Chaclacayo - PVS,202605,CAJAS,619270,1194397,1.9287163978494621,,1118900,,,2.0,73156.14683284963
V290 Asia - VIV,202605,INVENTARIOS,615040,528004,0.8584879032258064,212259.97812500005,339616,1.6,1.0,1.0,61165.68422535873
1199 San Miguel - PVH,202605,ALMACÉN,605065,4558576,7.5297513440860335,559904.7440018649,4890374,8.734295999077501,10.0,9.0,57306.93887241194
P201 Huaral - PVH,202605,ALMACÉN,594550,3550773,5.97220430107527,490884.4819980596,3073932,6.262027767282631,7.0,7.0,51057.02762798987
SO06 Tarapoto 2 - PVO,202605,ALMACÉN FRESCOS,592425,1144935,1.918413978494623,256785.35244000005,1283927,5,5.0,3.0,54099.298255447386
P181 Supermercados SKA - PVE,202605,INVENTARIOS,591870,560654,0.9472580645161289,,601019,,,1.0,88724.50195811341
P010 Caminos del Inca - PVS,202605,ABARROTES,591826,7397109,12.47782930107531,517960.6284816376,7776420,15.01353416686512,18.0,16.0,58420.25743509571
P195 San Borja - PVH,202605,ABARROTES,580116,6020841,10.378629032258113,426710.4253000602,5872562,13.76240631962636,16.5,12.5,57130.08897004519
V116 Javier Prado - VIV,202605,ALMACÉN,576761,1575508,2.731646505376346,,1813657,,4.0,2.5,62327.7937554893
P132 El Ejercito - PVS,202605,ALMACÉN,570702,2632829,4.6133198924731165,643915.3891515397,2616815,4.063911567710889,5.0,5.0,67176.13502276895
P226 Paita - PVH,202605,ELECTRO,569312,1305577,2.2932526881720428,415213.51147427136,915244,2.20427232931391,2.5,2.5,39004.85997960356
P109 Dasso - PVS,202605,ALMACÉN,567859,3084928,5.417379032258057,1085568.1705501422,4153469,3.826078038097887,4.5,6.0,59620.159135399146
P119 Puente Piedra - PVH,202605,ELECTRO,566248,3119019,5.508219086021505,329491.3412731911,1850280,5.6155635166323785,6.5,6.5,44429.786865424714
P198 Chorrillos Iglesias - PVS,202605,INVENTARIOS,565886,517912,0.9152217741935483,569499.5371340477,497311,0.8732429847136887,1.0,1.0,70778.47340015421
P724 Tumbes - PVH,202605,ELECTRO,559161,1556445,2.7835349462365575,488488.73722331953,1507467,3.085981261039474,3.5,3.5,15680.061807383094
P159 Acho - PVH,202605,ALMACÉN,557272,1805583,3.2400403225806444,481202.9387593355,1681188,3.4937183996310006,4.0,3.5,49170.99299341656
P158 Villa el Salvador - PVS,202605,ALMACÉN,551976,2124509,3.8489180107526875,558459.9337820671,2042579,3.6575204109398003,4.5,4.0,68080.1719516901
P089 Risso - PVH,202605,ABARROTES,551800,3140518,5.691404569892473,329145.3949676755,3018596,9.171010799031377,10.5,7.0,57260.2063335935
V094 Benavides - VIV,202605,ALMACÉN,551314,1881955,3.413581989247311,589667.6489476948,1750980,2.9694348038674865,3.5,4.0,61898.908731525924
P180 Centro Trujillo - PVE,202605,INVENTARIOS,551274,522432,0.9476814516129032,,568536,,,1.0,78281.57855547282
P229 Salaverry - PVH,202605,ABARROTES,547244,6353205,11.608145161290363,525348.1264190514,5900252,11.231127033264757,13.0,13.5,55093.98711972247
P052 Brasil - PVH,202605,ALMACÉN,541578,3018358,5.572856182795688,600808.070513553,3148581,5.240577599446501,6.0,6.0,50412.03124302837
P147 Juliaca - PVH,202605,ABARROTES,541428,7210416,11.921827956989265,468448.56995273486,5872576,12.536223430658621,14.5,13.5,52361.26559216393
SO05 Tarapoto - PVO,202605,ELECTRO,538994,1301772,2.4151881720430115,380091.0903149506,1340519,3.526835726902256,4.0,3.5,17758.864711447488
P106 Valle Hermoso - PVH,202605,ALMACÉN FRESCOS,533105,3104272,5.81334005376345,222159.98104971473,1667703,7.50676708343256,9.0,6.0,51852.81734978752
P192 Sullana - PVH,202605,ALMACÉN,532946,2518649,4.7268346774193555,508004.2704584694,2499465,4.9201646742934955,5.5,6.0,67851.53953704612
P769 Chiclayo Aventura - PVH,202605,ELECTRO,532077,1611388,3.028487903225805,309646.05823047785,970448,3.1340558576646553,3.5,3.5,25138.617829349005
SO04 Jaen - PVO,202605,CAJAS,529190,7752929,14.650557795698878,417724.6709275857,7182076,17.1933241686485,19.5,16.5,35921.2207029074
P465 Sucre - PVH,202605,ABARROTES,526843,6205194,11.763340053763493,442866.782231336,5739107,12.958992730690104,15.0,14.5,49805.66721035636
P261 El Agustino - PVH,202605,ALMACÉN,523469,1650036,3.1521169354838707,596241.7130756769,1562325,2.6202887997232507,3.0,3.5,47459.85097060987
P104 Arequipa - PVH,202605,ELECTRO,522783,2212295,4.235,340804.62690721604,1373272,4.029500388425985,4.5,5.0,922.3140495867768
P146 Tacna - PVH,202605,ABARROTES,521983,8940801,14.786465053763475,487668.6872401264,6879709,14.107342907609024,16.0,16.5,53141.57218394825
P110 Corpac - PVS,202605,ALMACÉN,514784,1268679,2.464489247311827,471211.1290794289,1914960,4.063911567710889,5.0,3.0,69259.46225416947
P139 Alameda Sur - PVS,202605,ALMACÉN,514407,4900740,9.526962365591427,604006.9393869758,5154725,8.534214292192868,10.5,10.5,52159.64763277947
P333 Ves Placita - PVH,202605,ELECTRO,512697,1686171,3.2888239247311843,389269.5534823798,1177060,3.0237649704943577,3.5,3.5,31991.37515657661
P102 Chiclayo - PVH,202605,ABARROTES,510125,6716349,11.465557795698938,511269.06028981536,5722664,11.193056634516626,12.5,13.0,46748.70682707379
P106 Valle Hermoso - PVH,202605,ABARROTES,507869,4986157,9.801740591397873,504859.45567556354,5053150,10.00902277791008,12.0,12.0,52835.92186213347
1593 Aventura SJL - PVH,202605,ABARROTES,507557,4657805,9.176915322580667,399727.57301828096,4056315,10.147698268776898,12.0,11.0,48609.797989784034
SO04 Jaen - PVO,202605,ELECTRO,500252,2295113,4.587916666666663,273454.30288526666,1326089,4.849399124490602,5.5,5.0,16220.652075197542
P123 El Chacarero - PVH,202605,ELECTRO,495520,2824433,5.706176075268824,403647.4261158353,1812896,4.49128564882698,5.0,6.0,20720.7065538071
P226 Paita - PVH,202605,ALMACÉN,484692,5383819,10.090020161290374,624562.8729594207,4405461,7.053671453804512,8.5,11.5,43434.10548190161
P139 Alameda Sur - PVS,202605,ABARROTES,484582,4834750,9.977163978494652,407205.38353942055,4137117,10.159778919277223,13.5,12.5,48786.10806128498
SO03 Huanuco - PVO,202605,ELECTRO,483478,1800503,3.7240658602150516,299160.5299661516,1450749,4.849399124490602,5.5,4.5,26786.8517218542
P139 Alameda Sur - PVS,202605,ALMACÉN FRESCOS,482490,1874021,3.8840591397849447,278894.00934127404,1246741,4.470302724481978,5.5,4.5,42306.53656038264
P143 Nvo Chimbote - PVH,202605,ABARROTES,480999,3428352,7.094556451612906,394469.68891471747,3130267,7.935380385530076,9.0,8.0,43276.13742931028
P291 La Curva - PVH,202605,ELECTRO,477464,1538365,3.2246102150537608,623034.2475921916,1317159,2.114103805995187,2.5,3.5,28471.968354931643
P134 Centro Civico - PVH,202605,ABARROTES,473073,3393607,7.173541666666664,360888.0535077629,3273722,9.071294911483072,10.5,9.0,51583.446112740705
P201 Huaral - PVH,202605,ALMACÉN FRESCOS,471505,342719,0.726861559139785,264079.3358513432,708717,2.68372618597827,3.0,1.0,45842.77374557355
P081 La Molina - PVH,202605,ABARROTES,470381,6083640,12.933440860215091,432472.61451720196,5771504,13.345363703880107,15.5,16.0,45590.844414329644
P208 La Victoria PVS,202605,INVENTARIOS,468774,426319,0.9094354838709677,434866.0705525244,379744,0.8732429847136887,1.0,1.0,66687.52327746741
P114 Pro - PVH,202605,ELECTRO,467036,3074746,6.58254032258064,247573.80395181535,1533617,6.1945856343447545,7.0,7.0,32203.37280317558
P134 Centro Civico - PVH,202605,ELECTRO,458286,1706559,3.7237836021505357,369626.3843316408,1277330,3.4557313948506945,4.0,4.0,13401.423211375592
P115 Huancayo - PVH,202605,ELECTRO,450421,3265802,7.2537500000000215,222633.9534345114,1694529,7.611278511471307,8.5,9.0,31072.204032396945
P114 Pro - PVH,202605,ABARROTES,448572,5431676,12.108823924731237,442059.026925341,5672343,12.831641671142705,14.0,13.0,41178.400404485794
P238 Grifo Mexico - PVH,202605,ALMACÉN,446138,2835412,3.1456720430107525,358818.2553099882,1253610,3.4937183996310006,4.0,4.0,41650.24141378751
P516 Ilo - PVH,202605,CAJAS,441757,5530641,12.519650537634433,349908.7149437804,5090541,14.548197373471805,16.5,14.5,38417.788783654
P143 Nvo Chimbote - PVH,202605,CAJAS,435003,4788133,11.00712365591398,334220.4008426682,4862304,14.548197373471805,16.5,12.5,37027.24097053473
P048 Higuereta - PVH,202605,ABARROTES,433419,6226409,14.356538978494669,477630.667277661,5856613,12.261802074772085,14.5,17.0,43112.31007188742
P147 Juliaca - PVH,202605,CAJAS,432328,10516750,24.325846774193593,351318.07868246635,9122990,25.967891392078574,29.5,29.0,46161.778885792744
P203 Rimac Alcazar - PVH,202605,ABARROTES,429287,3804288,8.861868279569899,401776.05837133667,3333769,8.297581199123627,9.5,9.5,45623.7880371229
P259 Moquegua - PVH,202605,ABARROTES,426510,4745483,10.933595430107555,326436.4078724387,3741685,11.462216112432332,13.0,11.0,42821.04665321372
P133 Guardia Civil - PVH,202605,ELECTRO,425230,1214055,2.85654569892473,522507.0903978674,1128528,2.159832121781684,2.5,3.0,9520.589854465554
P224 Brena - PVH,202605,ABARROTES,422218,4964962,11.759247311827979,375032.8804691304,4212042,11.231127033264757,13.0,13.0,40820.294638856554
P226 Paita - PVH,202605,CAJAS,421162,6128810,14.552143817204271,473111.2047275155,5422903,11.462216112432332,13.0,15.5,44055.00303275356
P096 San Jorge - PVS,202605,ALMACÉN,420074,2040519,4.857520161290321,620159.667234003,2520274,4.063911567710889,5.0,5.0,50886.66475742221
P102 Chiclayo - PVH,202605,ELECTRO,417557,2362358,5.658333333333338,327969.5160055792,1615232,4.924944919187316,5.5,6.5,12248.129602356397
P119 Puente Piedra - PVH,202605,ABARROTES,416969,6426192,15.41166666666671,462869.34816202207,6598153,14.254892003759114,16.5,17.5,38995.13355682913
P126 Santa Clara - PVH,202605,ABARROTES,411696,7217582,17.53133064516129,406217.5064421098,7009830,17.256345695674675,20.5,21.0,35465.819029065475
P064 Miraflores - PVH,202605,ABARROTES,408828,6133096,14.990537634408607,482812.8858378315,6241960,12.928321088133854,15.5,17.5,40834.49272659454
P109 Dasso - PVS,202605,ABARROTES,406553,3080803,7.556659946236561,408154.0072635285,3296773,8.07727585820665,9.5,9.0,42642.51697080567
P465 Sucre - PVH,202605,ELECTRO,405996,1074812,2.6473454301075274,671567.5298119059,1740568,2.591798546138021,3.0,3.0,1331.900234816272
P145 Piura - PVH,202605,ABARROTES,405383,6701385,16.531008064516076,415525.30282272596,6697437,16.11800155370394,20.5,20.0,41194.63963372854
P105 Salamanca - PVS,202605,ALMACÉN,404964,1987736,4.90842069892473,413765.2501269477,2185957,5.283085038024156,6.5,6.0,46449.15625303784
P202 LurIn - PVH,202605,ABARROTES,402862,4322153,10.728629032258107,315731.98262545577,3955183,12.527026306333767,15.0,14.0,36304.54542037795
P115 Huancayo - PVH,202605,ABARROTES,402349,5916044,14.703763440860241,454593.1504440272,6105944,13.431667961419953,15.0,18.0,38815.887666825045
SO03 Huanuco - PVO,202605,ABARROTES,401736,6216035,14.49291666666668,465134.50742019195,5331472,11.462216112432332,14.0,19.0,32043.584509674238
X209 Bolognesi - PVE,202605,INVENTARIOS,401263,380836,0.9490927419354838,485727.0670649237,424158,0.8732429847136887,1.0,1.0,59639.061072756245
P238 Grifo Mexico - PVH,202605,CAJAS,400588,3058430,7.634845430107532,208429.38201362084,1547411,7.424151599215876,8.5,8.0,23388.998721023858
P236 Pisco - PVH,202605,ELECTRO,397800,1178570,2.9627217741935477,408010.9173170686,899367,2.20427232931391,2.5,3.5,1051.3980850759779
P037 Jockey Plaza - PVH,202605,ALMACÉN FRESCOS,394566,1228090,3.1125067204301016,234847.39386592366,992984,4.228207611990374,5.0,3.5,36594.92178839713
P262 Talara Municipalidad - PVH,202605,ABARROTES,390707,3404932,8.53350806451615,344912.1101839764,3193177,9.25794378311842,10.5,10.0,39714.61647868214
P223 Cusco Mall - PVH,202605,ABARROTES,390655,6335062,16.21652553763439,565324.5812858924,5821493,10.297612103755297,14.5,19.0,34947.498382731384
P769 Chiclayo Aventura - PVH,202605,CAJAS,388723,6031033,15.514973118279576,294642.70983449934,5276724,17.908890615226603,20.0,18.0,35023.21182624485
P126 Santa Clara - PVH,202605,ELECTRO,387244,3819472,9.862990591397871,234685.08868926956,1972983,8.406937646610738,9.5,11.0,9119.444976298228
P144 Huacho - PVH,202605,ELECTRO,384614,1115838,2.9011895161290306,372559.5785415541,821223,2.20427232931391,2.5,3.0,15118.970944898861
P080 Bolichera - PVH,202605,ALMACÉN FRESCOS,384420,1079270,2.807526881720429,282730.64949395746,1075899,3.8053868507913364,4.5,3.0,38541.94262734587
P262 Talara Municipalidad - PVH,202605,CAJAS,384070,5224337,13.602580645161249,330957.15566757444,4960734,14.989051839334588,17.0,15.5,37550.10636027332
P724 Tumbes - PVH,202605,ABARROTES,381828,4773802,10.79053763440863,402156.11696592096,4609600,11.462216112432332,13.5,13.0,33498.51622289533
P236 Pisco - PVH,202605,CAJAS,380675,5170563,13.582634408602113,301569.23740383866,5052030,16.752469702785714,19.0,17.0,27594.079964534176
P068 Primavera - PVH,202605,ALMACÉN FRESCOS,379529,1288708,3.239099462365591,0,,4.486969045291627,6.5,3.5,41309.99419890532
V094 Benavides - VIV,202605,ABARROTES,379357,1881086,4.958615591397849,294597.1761732736,1749574,5.938869607734973,7.0,5.5,42429.98799200913
P001 Los Olivos - PVH,202605,ABARROTES,378306,3820590,10.09919354838713,290850.2489715698,3302484,11.354584798800753,12.5,11.5,36929.47740956628
P107 Mercaderes - PVS,202605,ALMACÉN,376144,1347736,3.583030913978496,0,,4.6080407400619094,5.0,4.5,49592.37144920331
P172 Puno - PVH,202605,CAJAS,374817,7492134,19.988763440860254,278673.76652782207,6634147,23.806141156590225,27.5,26.0,36846.659483419375
P333 Ves Placita - PVH,202605,ABARROTES,374714,4779304,12.754536290322593,371644.125467216,4334520,11.663093457621093,13.5,14.0,34418.734637423404
P145 Piura - PVH,202605,ELECTRO,374605,2231581,5.957150537634404,334232.277453902,1795719,5.372667184567981,6.0,7.0,993.2601102858233
P126 Santa Clara - PVH,202605,CAJAS,373729,11746330,31.430094086021697,292882.1714763885,10885702,37.16751380606853,41.0,37.0,26106.55118480619
P172 Puno - PVH,202605,ABARROTES,373402,5003357,11.619623655914008,440299.4961822796,4270376,9.698798248981204,11.0,13.5,35262.32967032958
P225 Cajamarca - PVH,202605,ABARROTES,371047,5141639,12.004482526881755,391149.64625093114,4655882,11.903070578295113,13.5,15.0,35076.40075755742
P172 Puno - PVH,202605,ELECTRO,370804,1599084,4.312479838709682,302856.98603211483,1335159,4.40854465862782,5.0,5.0,7390.411362371953
P259 Moquegua - PVH,202605,CAJAS,370274,6383404,17.239663978494562,329661.6578910545,5813313,17.63417863451128,20.0,19.5,36653.28864809923
P201 Huaral - PVH,202605,ELECTRO,369527,910990,2.4652889784946233,296323.68078195554,662710,2.2364384883152253,2.5,3.5,21685.895838728586
P723 Puruchuco - PVH,202605,ELECTRO,368458,2349891,6.382889784946229,423132.63932338165,1497789,3.539763219625574,4.0,7.0,11870.955406233496
P059 Callao - PVH,202605,ALMACÉN FRESCOS,366991,723706,1.9719959677419352,218525.95506540223,739178,3.382566089592299,4.0,3.5,38121.457259408475
P146 Tacna - PVH,202605,CAJAS,366782,11475727,31.28755376344109,341467.2115441041,10688152,31.30066707625752,37.5,38.5,39093.62359384006
P225 Cajamarca - PVH,202605,ELECTRO,366587,1402962,3.8270900537634382,407734.3423259061,1258261,3.085981261039474,3.5,4.0,23031.07550691784
P236 Pisco - PVH,202605,ABARROTES,365845,3376845,9.230262096774215,320710.61356365564,3251894,10.139652714843985,11.5,12.0,33126.794970086485
P231 Ventanilla - PVH,202605,ELECTRO,365607,2066895,5.654946236559144,284518.56725469837,1229025,4.319664243563368,5.0,6.5,39393.83164419765
P114 Pro - PVH,202605,ALMACÉN FRESCOS,365572,1042061,2.8472782258064497,363672.8270136014,1609145,4.424704024531968,5.0,3.0,32564.46425208006
SO02 Pucallpa - PVO,202605,CAJAS,363263,10121904,27.86385752688199,303046.6279607692,9090608,29.99739178050456,34.5,31.5,30507.614000677928
1593 Aventura SJL - PVH,202605,ELECTRO,362707,1380929,3.8072849462365568,332190.87123156094,1123658,3.382566089592299,4.0,4.0,845.2217381787891
P227 San Isidro - PVH,202605,ABARROTES,361940,3662130,10.049751344086035,417702.13189041126,3832391,9.174937546417574,11.0,11.5,33659.83778285849
P130 Chimbote - PVH,202605,ELECTRO,361262,1443008,3.985201612903225,205188.92662903323,1085501,5.290253590353384,6.0,4.5,23745.599141986993
P133 Guardia Civil - PVH,202605,ABARROTES,360593,4979510,13.809240591397888,333693.5403964517,4180188,12.527026306333767,15.0,15.5,34658.02459102148
SO03 Huanuco - PVO,202605,CAJAS,359873,8896466,24.721102150537778,383421.8724327065,8282629,21.601868827276316,25.5,27.5,28946.31540464846
P107 Mercaderes - PVS,202605,ABARROTES,358162,1346978,3.760806451612901,0,,5.7163037838058015,4.5,4.0,47028.47707681094
P125 SJ Lurigancho - PVH,202605,ABARROTES,357206,3952598,11.065315860215094,397812.6924392878,3700476,9.302056746378822,12.0,12.5,29703.264159113758
P146 Tacna - PVH,202605,ELECTRO,356725,1356526,3.802721774193546,689363.7875116015,2127364,3.085981261039474,3.5,4.5,4399.217453542934
P231 Ventanilla - PVH,202605,ABARROTES,355569,4924155,13.84866263440862,341143.58053123025,4568240,13.39095915504644,15.5,16.0,32677.162549661938
P115 Huancayo - PVH,202605,CAJAS,354646,10226352,28.835342741935772,298248.8513491875,9480818,31.78828084202722,35.5,33.5,31512.33498877422
P132 El Ejercito - PVS,202605,ABARROTES,354293,2382199,6.723810483870975,342121.79203081294,2085529,6.0958673515663335,7.5,7.5,38363.51435228076
P223 Cusco Mall - PVH,202605,CAJAS,354206,9635651,27.20351478494643,255558.76948709696,9039129,35.37005896507254,38.0,35.0,26449.524470939316
P724 Tumbes - PVH,202605,CAJAS,353517,6664936,18.853239247311766,360970.5835530226,7161097,19.83845096382519,22.5,22.0,33470.37725042269
P010 Caminos del Inca - PVS,202605,CAJAS,351681,12577858,35.764966397849555,277476.1512277843,12150535,43.7894746533566,52.5,43.5,34682.39634847193
P333 Ves Placita - PVH,202605,CAJAS,349057,7186231,20.58757392473116,305624.79047758016,6733002,22.030287642173175,25.5,24.5,30104.970710291862
SO02 Pucallpa - PVO,202605,ABARROTES,348452,7078442,18.670853494623675,335121.4639913617,5851612,17.461168349845938,22.5,21.5,28671.640541453988
2638 SJB Ayacucho - PVH,202605,ELECTRO,347202,1012933,2.9174193548387097,198575.32246666666,893589,4.5,4.5,3.5,3097.2578505086244
P227 San Isidro - PVH,202605,CAJAS,347029,5161748,14.87410618279567,313241.2894104293,5747939,18.34987509283515,22.0,19.0,31772.06174221193
P465 Sucre - PVH,202605,ALMACÉN FRESCOS,345777,2324377,6.7147782258064765,232846.73903122867,1709894,7.343429214057726,8.5,7.5,34183.15725124816
P081 La Molina - PVH,202605,ALMACÉN FRESCOS,345381,2681599,7.764166666666669,242335.82801774738,1819159,7.50676708343256,9.0,9.0,33018.20414296446
P108 Ayacucho - PVS,202605,ALMACÉN FRESCOS,345233,1007887,2.916572580645159,261291.31326007785,637119,2.4383469406265332,3.0,3.0,35943.64175802909
P122 Ica - PVH,202605,ABARROTES,344046,4190819,12.18098790322585,303309.4885658267,3802356,12.536223430658621,14.0,16.0,30983.529661009827
P135 Colonial - PVH,202605,ALMACÉN FRESCOS,343453,757314,2.2049999999999996,281167.1502690134,736739,2.6202887997232507,3.0,3.0,35017.39682539683
P061 Cortijo - PVH,202605,ABARROTES,343083,5340196,15.542587365591443,428386.39097745094,5359661,12.5112784723876,15.0,16.5,33235.972097129845
P064 Miraflores - PVH,202605,CAJAS,342180,9596725,28.045866935483943,264121.3446783837,9693187,36.6997501856703,44.0,34.0,33139.54823140369
P192 Sullana - PVH,202605,ELECTRO,339951,1045990,3.078353494623655,173226.6526934806,542375,3.1310138836413155,3.5,3.5,45218.00379427106
P117 Izaguirre - PVH,202605,ABARROTES,337581,4045900,11.984959677419406,278375.92491687374,3941539,14.159052878502296,16.5,14.5,29141.107638269616
P225 Cajamarca - PVH,202605,CAJAS,337443,7380747,21.872553763440973,390554.84769125324,7231470,18.51588756623684,21.0,24.5,34948.840371703445
P102 Chiclayo - PVH,202605,CAJAS,337381,9745774,28.886525537634558,274004.07323047466,8832796,32.23600310740788,35.5,35.0,35727.69624562164
V094 Benavides - VIV,202605,ALMACÉN FRESCOS,334973,1512200,4.514388440860217,279945.1462725164,1543804,5.5146646357539035,6.5,5.0,29805.494534351772
SO05 Tarapoto - PVO,202605,CAJAS,333234,7680911,23.049616935483854,280304.0855752303,7290825,26.010413485904138,29.0,27.0,25871.399150325262
SO05 Tarapoto - PVO,202605,ABARROTES,332370,4663317,13.588938172042994,304150.6309742929,4693016,15.429906305197369,17.5,16.0,26851.91406277049
P068 Primavera - PVH,202605,ABARROTES,331767,4400001,9.961075268817224,0.19349709350782782,2,9.870949301482566,10.0,11.5,32615.253999438613
P089 Risso - PVH,202605,ELECTRO,330707,361493,1.0930913978494625,453724.6862161026,792593,1.7468591998155003,2.0,1.0,27156.009148365833
P224 Brena - PVH,202605,ELECTRO,329366,652794,1.981969086021505,541383.4530970055,1169297,2.159832121781684,2.5,2.0,9554.134892190008
P227 San Isidro - PVH,202605,ALMACÉN FRESCOS,328990,1418512,4.3090927419354825,226228.0743374382,1226508,5.421554004701293,6.5,5.0,30814.632673781536
1198 Cusco Wanchaq - PVH,202605,ABARROTES,327992,2220727,6.770665322580653,244143.4857012664,1747238,7.156603162608721,8.0,8.0,35242.03141517155
P291 La Curva - PVH,202605,CAJAS,327762,7755086,23.66070564516145,291644.4868109375,7645427,26.214887194340317,31.0,31.0,29237.56291864722
P147 Juliaca - PVH,202605,ALMACÉN FRESCOS,326442,2224776,5.200840053763442,275283.4106609962,1725507,6.268111715329311,7.0,5.5,30236.338432712862
P096 San Jorge - PVS,202605,ABARROTES,325913,2024797,6.2126881720430065,259087.82728791065,2000529,7.721431978650689,9.0,8.0,39484.84025061445
P066 Ate - PVH,202605,ELECTRO,323682,1962138,6.063891129032258,359473.206374678,1215942,3.382566089592299,4.0,7.0,3235.546216531624
P516 Ilo - PVH,202605,ABARROTES,322717,4102842,12.366337365591418,285851.3604316186,3276490,11.462216112432332,13.0,12.5,30738.446539366323
SO02 Pucallpa - PVO,202605,ALMACÉN FRESCOS,322628,1625795,5.035342741935487,384043.0013767759,1719446,4.477222653806651,4.5,4.5,30787.141599900657
SO05 Tarapoto - PVO,202605,ALMACÉN FRESCOS,322103,1774354,5.350107526881726,223440.61994327835,1379067,6.171962522078948,7.0,5.5,30282.912854731043
P105 Salamanca - PVS,202605,ABARROTES,322093,1980030,6.1473924731182805,284644.0326583144,1735152,6.0958673515663335,7.5,7.0,36942.655116471266
P142 Chincha - PVH,202605,CAJAS,321395,4222120,13.136854838709636,278886.04705342697,3991754,14.313206325217442,16.0,15.0,28096.504416901596
P231 Ventanilla - PVH,202605,CAJAS,321301,7642017,23.784569892473275,273812.7876132422,7096676,25.91798546138021,29.5,26.5,31650.516843620746
P108 Ayacucho - PVS,202605,ABARROTES,319967,2293411,7.161545698924727,325127.73078604497,2114065,6.502258508337422,8.0,8.0,37855.933816173994
P333 Ves Placita - PVH,202605,ALMACÉN FRESCOS,319594,845685,2.6461223118279573,421081.8562369399,1273253,3.0237649704943577,3.5,3.0,28704.005729625664
P195 San Borja - PVH,202605,ALMACÉN FRESCOS,318570,2485855,7.803165322580658,196822.1125333676,1723747,8.75789493067132,10.5,8.0,30364.01385914001
P236 Pisco - PVH,202605,ALMACÉN FRESCOS,316717,669158,2.11279569892473,240849.36521569555,955616,3.967690192765038,4.5,2.5,31251.625528016706
P068 Primavera - PVH,202605,CAJAS,316282,5767741,18.236081989247324,0.5269420583117989,10,18.540937937846206,25.0,22.0,27558.260063555612
P202 LurIn - PVH,202605,ELECTRO,315386,1087057,3.4467473118279552,349631.1661177678,1057202,3.0237649704943577,3.5,4.0,31646.358184044504
