Tienda,Periodo,Área,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,CAPO,CAPE,ProdUnid
P061 Cortijo - PVH,202605,INVENTARIOS,3027360,5657158,1.8661021505376347,2643249.628044525,6614086,2.50225569447752,3.0,2.0,278295.0546680303
P114 Pro - PVH,202605,INVENTARIOS,3025035,8506422,2.811854838709678,2714290.8393600504,7205960,2.6548224147191806,3.0,4.0,252716.45968967787
P195 San Borja - PVH,202605,RECEPCIÓN,3021360,9397075,3.110201612903225,3738666.2377257096,9355099,2.50225569447752,3.0,3.5,279888.7430282758
P224 Brena - PVH,202605,INVENTARIOS,2998479,5617756,1.8735349462365587,2076295.3596137364,5381339,2.591798546138021,3.0,2.0,266315.79037384054
P769 Chiclayo Aventura - PVH,202605,RECEPCIÓN,2994410,6409687,2.1405510752688164,1997239.7941978322,5365252,2.6863335922839906,3.0,3.0,254183.6989017753
P106 Valle Hermoso - PVH,202605,INVENTARIOS,2979723,4986619,1.6707795698924732,3724451.9287210377,6213021,1.6681704629850134,2.0,2.0,310216.8648335559
P066 Ate - PVH,202605,RECEPCIÓN,2917727,5564244,1.9072647849462365,3166220.03258209,5354974,1.6912830447961495,2.0,2.0,185703.9634955479
P202 LurIn - PVH,202605,RECEPCIÓN,2876311,6183410,2.149771505376343,3573137.1623961227,6173901,1.7278656974253472,2.0,3.0,264248.3903890761
P203 Rimac Alcazar - PVH,202605,INVENTARIOS,2871178,4317206,1.5036357526881723,2404822.226681858,4200886,1.7468591998155003,2.0,2.0,332965.6129185084
P107 Mercaderes - PVS,202605,RECEPCIÓN,2843748,2074235,0.7294018817204301,0,,1,1.5,1.0,366949.08075735933
P130 Chimbote - PVH,202605,INVENTARIOS,2834575,5179315,1.8096975806451603,2734454.8626512415,4821987,1.763417863451128,2.0,2.0,242193.50497432082
P052 Brasil - PVH,202605,RECEPCIÓN,2827612,3892500,1.3765255376344085,2208954.1824593255,3858732,1.7468591998155003,2.0,1.5,273150.95123201533
P118 Alfonso Ugarte - PVH,202605,RECEPCIÓN,2819438,2785200,0.9878561827956992,3361421.3244090774,2935965,0.8734295999077502,1.0,1.0,216548.9508752117
P081 La Molina - PVH,202605,INVENTARIOS,2801261,6829749,2.4380981182795685,2168286.1237260113,7234142,3.3363409259700267,4.0,3.0,249168.18787780238
SO02 Pucallpa - PVO,202605,INVENTARIOS,2798752,8529520,2.8430443548387094,2775729.396496978,7456535,2.6863335922839906,3.0,3.0,189561.58706520585
P723 Puruchuco - PVH,202605,INVENTARIOS,2758543,7600781,2.7560618279569913,2570133.899416298,6823249,2.6548224147191806,3.0,3.0,211989.80156156258
1593 Aventura SJL - PVH,202605,RECEPCIÓN,2744335,7033852,2.56304435483871,2511083.8443436795,6370430,2.5369245671942244,3.0,2.5,211283.69822303692
P227 San Isidro - PVH,202605,RECEPCIÓN,2729506,5349021,1.9505913978494631,2311909.5691809105,5784989,2.50225569447752,3.0,2.0,242087.1488106722
2638 SJB Ayacucho - PVH,202605,RECEPCIÓN,2713600,6023434,2.185006720430107,1336115.199775,5344461,4,4.0,3.0,219877.63035595117
P048 Higuereta - PVH,202605,RECEPCIÓN,2711368,9415016,3.4699395161290334,2686609.3972151573,9087634,3.382566089592299,4.0,3.5,265018.3686849609
P146 Tacna - PVH,202605,RECEPCIÓN,2708463,11812703,3.9055107526881727,3127113.024253896,11028814,3.526835726902256,4.0,4.0,244438.52045290289
P231 Ventanilla - PVH,202605,INVENTARIOS,2695070,6991050,2.5942338709677433,3355159.16725378,5797264,1.7278656974253472,3.0,3.0,260309.99269471676
P096 San Jorge - PVS,202605,INVENTARIOS,2660427,2040519,0.7669892473118279,3100798.3361700145,2520274,0.8127823135421778,1.0,1.0,322277.00827141455
P195 San Borja - PVH,202605,INVENTARIOS,2644919,6911220,2.613004032258065,4574683.265788383,7631352,1.6681704629850134,2.0,3.0,242469.96643648
P123 El Chacarero - PVH,202605,RECEPCIÓN,2628868,10561614,3.7792002688172044,3496170.9195167767,9359450,2.6770574494949497,3.0,4.0,196453.52116583253
P102 Chiclayo - PVH,202605,RECEPCIÓN,2603504,10066627,3.533494623655914,2512591.5640046266,8999545,3.5817781230453205,4.0,4.0,199072.04762411938
P125 SJ Lurigancho - PVH,202605,INVENTARIOS,2594157,5283098,2.036962365591399,1844123.9291849332,4678403,2.5369245671942244,3.0,4.0,163025.59419333545
P201 Huaral - PVH,202605,INVENTARIOS,2592810,3550773,1.3694690860215049,1718095.6869932087,3073932,1.7891507906521802,2.0,2.0,222657.8190865506
P259 Moquegua - PVH,202605,RECEPCIÓN,2573657,6477942,2.4839180107526877,2237117.3983002654,5917459,2.645126795176692,3.0,3.0,247223.28890957157
P221 Barranca - PVH,202605,RECEPCIÓN,2552913,2765227,1.083165322580645,3044354.4336553835,2723405,0.8945753953260901,1.0,1.0,217229.73870637512
P144 Huacho - PVH,202605,INVENTARIOS,2526917,4086881,1.6173387096774194,1451324.0469228863,3838936,2.645126795176692,3.0,2.0,200667.92321116928
P199 Grifo Kio - PVS,202605,CAJAS,2464385,834711,0.3387096774193549,1656678.9637300393,723342,0.43662149235684433,0.5,0.5,287881.8542857142
P064 Miraflores - PVH,202605,RECEPCIÓN,2450029,9692611,3.953823924731181,2915383.536702563,9726713,3.3363409259700267,4.0,4.0,235346.19338499394
P465 Sucre - PVH,202605,INVENTARIOS,2439705,7280006,2.9807862903225804,2885901.4409685857,7479675,2.591798546138021,3.0,3.5,197735.41025519627
P080 Bolichera - PVH,202605,RECEPCIÓN,2438744,5870064,2.407002688172042,2736032.2943920605,5784256,2.114103805995187,2.5,2.5,210170.32614291867
P048 Higuereta - PVH,202605,INVENTARIOS,2433353,6689648,2.747500000000001,2861831.2433820823,7260250,2.5369245671942244,3.0,3.0,233856.80072793443
P064 Miraflores - PVH,202605,ALMACÉN,2398450,6392538,2.663387096774193,1328472.2532699043,7756414,5.838596620447547,7.0,2.5,230877.0665536245
P227 San Isidro - PVH,202605,INVENTARIOS,2388090,3930508,1.635826612903226,2732623.11217469,4558481,1.6681704629850134,2.0,2.0,207497.5411957553
P516 Ilo - PVH,202605,RECEPCIÓN,2367338,5577898,2.3088709677419357,1954716.3815088938,5170473,2.645126795176692,3.0,3.0,197500.11861683545
2638 SJB Ayacucho - PVH,202605,INVENTARIOS,2343801,5300762,2.2214180107526866,1733328.2980800003,4333321,2.5,2.5,2.5,186689.76212157437
P193 Trujillo Mansiche - PVS,202605,CAJAS,2343359,988180,0.4216935483870969,,1164421,,,0.5,286598.978007267
SO06 Tarapoto 2 - PVO,202605,RECEPCIÓN,2327810,6439571,2.7535215053763444,1938941.868628571,6786297,3.5,3.0,3.0,162412.69557067685
P064 Miraflores - PVH,202605,INVENTARIOS,2327613,6392538,2.7444422043010754,3099768.5909631103,7756414,2.50225569447752,3.0,4.0,224058.28005279487
P084 Comas - PVH,202605,RECEPCIÓN,2312821,6118266,2.6453696236559123,2410054.752972837,6114127,2.5369245671942244,3.0,3.0,184531.7552733399
V090 Pezet - VIV,202605,INVENTARIOS,2311736,1984379,0.8583938172043011,2291675.8238594676,1944281,0.848409943962139,1.0,1.0,242194.59161192836
1199 San Miguel - PVH,202605,INVENTARIOS,2287966,4558576,1.991283602150538,2799523.720009324,4890374,1.7468591998155003,2.0,3.0,216697.91260972715
P104 Arequipa - PVH,202605,INVENTARIOS,2283051,5245734,2.29842741935484,1909975.7715487725,4275693,2.2386113269033254,2.5,2.5,120176.08112138377
P158 Villa el Salvador - PVS,202605,INVENTARIOS,2282241,2124509,0.9308870967741937,1256534.8510096513,2042579,1.6255646270843556,2.0,1.0,281489.5607727627
P333 Ves Placita - PVH,202605,INVENTARIOS,2275682,6465476,2.84111559139785,2126546.376998582,5511580,2.591798546138021,3.0,3.0,191547.6447518438
P037 Jockey Plaza - PVH,202605,INVENTARIOS,2274616,4112737,1.8025940860215057,1705552.580534705,4326858,2.5369245671942244,3.0,2.0,196682.66014480323
P141 Chosica - PVH,202605,RECEPCIÓN,2254169,4555708,2.021014784946236,2444808.8782719676,4270737,1.7468591998155003,2.0,2.0,182582.0289631461
P001 Los Olivos - PVH,202605,INVENTARIOS,2250979,4119125,1.829926075268817,1575310.2868034877,4127768,2.6202887997232507,3.0,2.0,205732.32169758316
P259 Moquegua - PVH,202605,INVENTARIOS,2228384,5677904,2.5111088709677425,1821356.753364324,4817720,2.645126795176692,3.0,3.0,210634.0374625655
P143 Nvo Chimbote - PVH,202605,INVENTARIOS,2181120,4157177,1.8987029569892477,1496996.1017447154,3959745,2.645126795176692,3.0,2.0,180718.63149362712
V090 Pezet - VIV,202605,RECEPCIÓN,2160460,3700208,1.7126948924731178,2156096.7158249533,3658508,1.696819887924278,2.0,2.0,207531.99624875915
P172 Puno - PVH,202605,INVENTARIOS,2156947,6602441,2.752909946236559,2119193.12938855,5605535,2.645126795176692,3.0,3.0,160414.255687408
P225 Cajamarca - PVH,202605,RECEPCIÓN,2132387,7498443,3.1760147849462355,2359525.263561495,7281451,3.085981261039474,3.5,3.5,187035.41709427396
P105 Salamanca - PVS,202605,INVENTARIOS,2112468,1987736,0.9409543010752689,2689474.12582516,2185957,0.8127823135421778,1.0,1.0,242298.69584470123
SO04 Jaen - PVO,202605,ALMACÉN,2101472,6993843,3.3208602150537603,2248956.017135892,5948774,2.645126795176692,3.0,4.0,134952.75951949242
P262 Talara Municipalidad - PVH,202605,RECEPCIÓN,2066331,5266345,2.512990591397849,1895703.2804792423,5014376,2.645126795176692,3.0,3.0,197007.64168982152
P225 Cajamarca - PVH,202605,INVENTARIOS,2065203,6544600,2.836129032258065,3353795.211264121,5914142,1.763417863451128,2.0,3.0,179546.1469517743
P112 Ceres - PVH,202605,RECEPCIÓN,2048889,4149123,2.025060483870968,2470756.308096184,4316063,1.7468591998155003,2.0,2.0,171431.1758908036
P141 Chosica - PVH,202605,INVENTARIOS,2040593,3925357,1.9236357526881716,3970697.5015116227,3468125,0.8734295999077502,1.0,2.0,161032.04547280754
V095 Monterrico - VIV,202605,RECEPCIÓN,1995439,5703629,2.858333333333333,2276171.974106634,5793381,2.545229831886417,3.0,3.0,196513.83673469393
V094 Benavides - VIV,202605,INVENTARIOS,1985852,1881955,0.9476814516129032,2063836.7713169318,1750980,0.848409943962139,1.0,1.0,222962.05084565474
P110 Corpac - PVS,202605,INVENTARIOS,1980793,1268679,0.6404905913978495,2356055.6453971444,1914960,0.8127823135421778,1.0,1.0,266497.59152195585
P112 Ceres - PVH,202605,INVENTARIOS,1962660,3701488,1.8859543010752693,2029634.221449826,3545485,1.7468591998155003,2.0,2.0,162529.38887503115
P130 Chimbote - PVH,202605,RECEPCIÓN,1911831,5709050,2.9602284946236543,1918014.5370378152,5918957,3.085981261039474,3.5,3.0,165292.69983336443
P001 Los Olivos - PVH,202605,RECEPCIÓN,1905722,5103109,2.6777822580645165,1941295.072870308,5086754,2.6202887997232507,3.0,3.0,174902.77582857743
P084 Comas - PVH,202605,INVENTARIOS,1905449,5417725,2.8432795698924735,1967591.5373473717,4991631,2.5369245671942244,3.0,3.0,148086.0357379219
P123 El Chacarero - PVH,202605,INVENTARIOS,1890354,9409032,4.645920698924732,2834102.3199537173,7674814,2.7080227883675465,3.0,3.0,137657.75213253617
V093 Dos de Mayo - VIV,202605,RECEPCIÓN,1880627,2755055,1.4649663978494627,1618493.7452964105,2746292,1.696819887924278,2.0,2.0,187416.06660947675
V116 Javier Prado - VIV,202605,INVENTARIOS,1878550,1575508,0.8386827956989248,,1813657,,1.0,1.0,203005.8335203051
P236 Pisco - PVH,202605,RECEPCIÓN,1876576,5224573,2.7840994623655897,1930673.8309151132,5106877,2.645126795176692,3.0,3.0,134661.96343482827
SO05 Tarapoto - PVO,202605,RECEPCIÓN,1867929,7739444,4.037419354838709,2802361.5809709583,7412602,2.645126795176692,3.0,4.5,141128.9712368168
P134 Centro Civico - PVH,202605,INVENTARIOS,1852645,5100166,2.752909946236559,1505094.3140451638,4551051,3.0237649704943577,3.5,3.0,152544.03820004736
P068 Primavera - PVH,202605,INVENTARIOS,1823510,4553949,1.8967271505376346,24.098751486000648,49,2.0274909274193544,3.0,2.0,171707.35385302213
P145 Piura - PVH,202605,RECEPCIÓN,1785394,10769487,6.031995967741935,1668589.0527001424,10458903,6.268111715329311,7.0,7.0,148445.3097761599
V140 Libertadores - VIV,202605,RECEPCIÓN,1776777,2773098,1.5607459677419355,1723539.7861098796,2924537,1.696819887924278,2.0,2.0,173536.7802307106
P226 Paita - PVH,202605,INVENTARIOS,1775532,5383819,2.754415322580645,2498251.4918376827,4405461,1.763417863451128,2.0,3.0,159108.5398077866
P109 Dasso - PVS,202605,RECEPCIÓN,1773639,5128146,2.884206989247312,1506135.340335959,5122303,3.4009582560870104,4.0,3.0,181608.75136659128
P126 Santa Clara - PVH,202605,ALMACÉN,1771838,11037054,6.229106182795709,2255722.159593156,8982813,3.9822336220787706,4.5,6.5,114255.23648411715
P236 Pisco - PVH,202605,INVENTARIOS,1770845,4555416,2.572452956989248,2354099.6746373554,4151261,1.763417863451128,2.0,3.0,120073.721527453
P066 Ate - PVH,202605,INVENTARIOS,1762000,5013284,2.845584677419355,1741322.5040765642,4417604,2.5369245671942244,3.0,3.0,106332.45336224059
P120 Universitaria - PVH,202605,RECEPCIÓN,1718160,4170290,2.427184139784945,1833789.2977816055,4652185,2.5369245671942244,3.0,3.0,150415.46045713202
P117 Izaguirre - PVH,202605,INVENTARIOS,1715018,5638133,3.2875067204301067,1460227.148737578,5168858,3.539763219625574,4.0,3.5,117837.62983435582
P059 Callao - PVH,202605,INVENTARIOS,1713544,3194423,1.8642204301075265,1888445.8778364686,3193896,1.6912830447961495,2.0,2.0,152081.80074694662
V094 Benavides - VIV,202605,RECEPCIÓN,1702214,3394155,1.9939650537634415,1941740.1110441445,3294783,1.696819887924278,2.0,2.0,173448.66668913592
P516 Ilo - PVH,202605,INVENTARIOS,1698237,4882023,2.8087970430107525,1590649.552177307,4207470,2.645126795176692,3.0,3.0,136325.26456577238
P059 Callao - PVH,202605,RECEPCIÓN,1694055,3918128,2.312869623655913,1860398.2303738187,3933075,2.114103805995187,2.5,2.5,155084.12421147447
P238 Grifo Mexico - PVH,202605,RECEPCIÓN,1693348,3058430,0.9604771505376346,1770458.5692576992,1546371,0.8734295999077502,1.0,1.0,156656.91777860175
P114 Pro - PVH,202605,ALMACÉN,1691195,8506422,5.0295564516129,1085716.33574402,7205960,6.637056036797952,7.5,5.5,141285.22203426526
P106 Valle Hermoso - PVH,202605,RECEPCIÓN,1688875,8090891,4.782815860215053,1889668.7373779016,7880724,4.170426157462534,5.0,5.0,171393.188439235
P135 Colonial - PVH,202605,INVENTARIOS,1679061,3145374,1.8733938172043012,1229834.416168308,3222521,2.6202887997232507,3.0,2.0,152620.87307765434
P108 Ayacucho - PVS,202605,RECEPCIÓN,1672080,3319706,1.9836155913978497,1996727.755218043,3245810,1.6255646270843556,2.0,2.0,191144.514917232
P080 Bolichera - PVH,202605,INVENTARIOS,1664219,4790793,2.8787029569892493,2783896.406628672,4708357,1.6912830447961495,2.0,3.0,138143.11720995157
V140 Libertadores - VIV,202605,INVENTARIOS,1645668,1561040,0.9485752688172042,1838127.722568978,1559486,0.848409943962139,1.0,1.0,169604.8856519398
P156 El Tambo Huancayo - PVS,202605,INVENTARIOS,1619732,1317447,0.8133736559139786,1481243.8006863543,1293486,0.8732429847136887,1.0,1.0,189198.4070065273
1593 Aventura SJL - PVH,202605,ALMACÉN,1617661,6038734,3.7330040322580667,1113726.2474810209,5179972,4.651028373189411,5.5,3.0,120360.4378986481
V093 Dos de Mayo - VIV,202605,INVENTARIOS,1610035,1508001,0.9366263440860215,1720267.44416038,1459492,0.848409943962139,1.0,1.0,173868.69484107054
P052 Brasil - PVH,202605,INVENTARIOS,1584632,3018358,1.9046303763440864,1802424.2115406592,3148581,1.7468591998155003,2.0,2.0,147503.16045009153
P133 Guardia Civil - PVH,202605,ALMACÉN,1573017,6193565,3.9377822580645105,1024137.3436238694,5308715,5.183597092276042,6.0,4.5,128447.17326970947
P262 Talara Municipalidad - PVH,202605,INVENTARIOS,1564778,4236819,2.6623521505376346,2311451.170355554,4076054,1.763417863451128,2.0,3.0,144037.29421089563
P061 Cortijo - PVH,202605,ALMACÉN FRESCOS,1558157,2680158,1.717587365591397,293148.38109426864,1833831,6.2556392361938,7.5,2.0,152144.36554150027
P132 El Ejercito - PVS,202605,INVENTARIOS,1525303,2632829,1.7261021505376346,1609788.4728788491,2616815,1.6255646270843556,2.0,2.0,179540.3591284982
P143 Nvo Chimbote - PVH,202605,RECEPCIÓN,1504199,4840576,3.2074865591397836,2213524.0654310063,4879210,2.20427232931391,2.5,3.0,126299.3351743444
P134 Centro Civico - PVH,202605,ALMACÉN,1472329,5100166,3.4640120967741934,1170628.9109240163,4551051,3.8876978192070313,4.5,3.5,121229.36879783489
P147 Juliaca - PVH,202605,ALMACÉN,1469427,9520471,5.964818548387098,1309456.613516784,8207820,6.268111715329311,7.5,9.0,115996.9904176032
P203 Rimac Alcazar - PVH,202605,ALMACÉN,1455535,4317206,2.9660618279569886,961928.8906727432,4200886,4.3671479995387505,5.0,5.5,168795.87447603946
1198 Cusco Wanchaq - PVH,202605,INVENTARIOS,1419993,2548182,1.7945026881720425,1262870.225251602,2259465,1.7891507906521802,2.0,2.0,133433.06843630865
P081 La Molina - PVH,202605,ALMACÉN,1411168,6829749,4.839784946236556,1239020.6421291493,7234142,5.838596620447547,7.5,5.0,125521.38095978681
P120 Universitaria - PVH,202605,INVENTARIOS,1389835,3610330,2.597668010752689,1492296.3197077033,3785843,2.5369245671942244,3.0,3.0,120010.71680813795
P118 Alfonso Ugarte - PVH,202605,INVENTARIOS,1356480,2400450,1.769616935483871,1118481.9242938182,2442288,2.1835739997693753,2.5,2.0,97340.27548334909
P142 Chincha - PVH,202605,INVENTARIOS,1356369,3618087,2.667479838709678,1826959.1150047744,3268705,1.7891507906521802,2.0,3.0,113549.4992706357
P221 Barranca - PVH,202605,INVENTARIOS,1356309,2570698,1.895362903225807,1240968.5896797245,2220280,1.7891507906521802,2.0,2.0,113637.86831188168
P123 El Chacarero - PVH,202605,ALMACÉN,1327107,9409032,6.6177284946236705,1274373.234650108,7674814,6.02242220593027,8.0,8.5,96641.46852195227
P192 Sullana - PVH,202605,INVENTARIOS,1326773,2518649,1.8987029569892477,1397011.743760791,2499465,1.7891507906521802,2.0,2.0,168916.8960417942
P158 Villa el Salvador - PVS,202605,RECEPCIÓN,1326592,2603177,1.9623051075268811,1549735.5606946724,2519195,1.6255646270843556,2.0,2.0,155309.67576397915
P108 Ayacucho - PVS,202605,INVENTARIOS,1279576,2311819,1.8051814516129034,1604790.785327926,2608691,1.6255646270843556,2.0,2.0,151965.33276745924
P146 Tacna - PVH,202605,ALMACÉN,1269609,10297327,7.147715053763448,1276934.0315165783,9007073,7.053671453804512,8.0,8.0,112274.34137535482
P115 Huancayo - PVH,202605,ALMACÉN,1268572,9181846,7.239072580645166,871128.5860853755,7800473,8.954445307613302,9.5,8.0,109976.74372385514
P145 Piura - PVH,202605,ALMACÉN,1264572,8932966,7.064025537634425,998405.1700560504,8493156,8.506723042232636,12.0,8.0,97240.01086072356
P010 Caminos del Inca - PVS,202605,ALMACÉN,1240883,7489412,6.025551075268814,1644922.8404245921,9604041,5.838596620447547,7.0,6.5,121136.97002683471
P177 Talara - PVH,202605,INVENTARIOS,1217426,2306710,1.8845430107526884,1559355.63127299,2789922,1.7891507906521802,2.0,2.0,131480.15120176875
P333 Ves Placita - PVH,202605,ALMACÉN,1215455,6465476,5.319388440860218,850618.5507994327,5511580,6.479496365345052,7.5,6.0,102306.68544897503
P102 Chiclayo - PVH,202605,ALMACÉN,1213310,9078707,6.767889784946263,862599.5359635134,7337895,8.506723042232636,9.5,7.5,89437.62668038279
P119 Puente Piedra - PVH,202605,ALMACÉN,1198240,9545212,7.966028225806453,1303871.728393214,8448432,6.479496365345052,7.5,8.5,106164.44933753462
P172 Puno - PVH,202605,ALMACÉN,1181260,6602441,5.026733870967738,978089.1366408691,5605535,5.731108056216166,7.0,8.5,87851.47798464667
P108 Ayacucho - PVS,202605,ALMACÉN,1146259,2311819,2.0151344086021505,802395.392663963,2608691,3.251129254168711,4.0,2.0,136132.3586302576
P048 Higuereta - PVH,202605,ALMACÉN,1139164,6689648,5.86889784946238,1144732.497352833,7260250,6.34231141798556,7.5,7.0,109479.08388946626
P117 Izaguirre - PVH,202605,ALMACÉN,1126744,5638133,5.003918010752691,973484.7658250518,5168858,5.309644829438361,6.5,5.5,77417.73529613216
P193 Trujillo Mansiche - PVS,202605,INVENTARIOS,1126345,793105,0.7041397849462367,,944158,,,1.0,140472.10811636248
P089 Risso - PVH,202605,ALMACÉN,1119053,3502011,3.129442204301068,969661.3376872885,3811189,3.9304331995848756,4.5,4.0,113622.48502666129
P159 Acho - PVH,202605,INVENTARIOS,1116261,1805583,1.61752688172043,962405.877518671,1681188,1.7468591998155003,2.0,2.0,98493.57176095195
P231 Ventanilla - PVH,202605,ALMACÉN,1116135,6991050,6.264153225806459,838789.791813445,5797264,6.911462789701389,8.0,7.5,107804.67457563826
P104 Arequipa - PVH,202605,ALMACÉN,1087780,5245734,4.823978494623658,868170.8052494421,4275693,4.924944919187316,5.5,6.0,57258.96172792722
P206 La Paz - PVS,202605,INVENTARIOS,1080084,828870,0.7674126344086022,918535.6427031443,802105,0.8732429847136887,1.0,1.0,133964.4350255274
P227 San Isidro - PVH,202605,ALMACÉN,1046820,3930508,3.7317809139784934,910874.3707248967,4558481,5.00451138895504,6.0,5.0,90956.57216332399
SO02 Pucallpa - PVO,202605,ALMACÉN,1045756,8529520,7.608830645161299,925243.1321656596,7456535,8.05900077685197,10.0,9.0,70829.80619929086
P220 Trujillo Valcarcel - PVS,202605,CAJAS,1041004,941731,0.9046370967741935,,833750,,,,133136.1387118341
P723 Puruchuco - PVH,202605,ALMACÉN,1009936,7600781,7.527916666666662,963800.2122811119,6823249,7.079526439251148,8.0,8.0,77612.04405822777
P066 Ate - PVH,202605,ALMACÉN,1001867,5013284,5.004576612903219,870661.2520382821,4417604,5.073849134388449,6.0,5.5,60460.25935937678
P229 Salaverry - PVH,202605,ALMACÉN,994212,7152664,7.193581989247319,1018948.1322807479,7482573,7.343429214057726,8.5,9.5,98339.46440833133
P291 La Curva - PVH,202605,ALMACÉN,990668,7019016,7.086418010752714,931610.6641629043,6302469,6.765132179184598,8.0,8.0,85110.55925360745
P125 SJ Lurigancho - PVH,202605,ALMACÉN,990250,5283098,5.336229838709684,790338.8267935428,4678403,5.9194906567865235,6.5,6.5,62230.64036542646
P724 Tumbes - PVH,202605,ALMACÉN,987711,6330247,5.747197580645173,991105.7286912274,6117067,6.171962522078948,7.0,7.0,70488.78941700184
P223 Cusco Mall - PVH,202605,ALMACÉN,984906,9196345,9.339731182795733,1033146.6603736097,7863567,7.611278511471307,8.5,11.5,64046.91829909198
P769 Chiclayo Aventura - PVH,202605,ALMACÉN,983124,5540321,5.635423387096781,750347.8262504468,4367317,5.820389449948646,6.5,6.5,81793.32205196812
P215 Magdalena - PVS,202605,INVENTARIOS,982430,931031,0.9476814516129032,987477.3246334478,862308,0.8732429847136887,1.0,1.0,123584.77608765026
P143 Nvo Chimbote - PVH,202605,ALMACÉN,981582,4157177,4.219005376344086,898197.6610468293,3959745,4.40854465862782,5.0,4.5,81329.8323637916
P225 Cajamarca - PVH,202605,ALMACÉN,972589,6544600,6.022258064516131,958227.2032183203,5914142,6.171962522078948,7.0,6.0,84555.66575606617
P061 Cortijo - PVH,202605,ALMACÉN,948798,5657158,5.954233870967735,991218.6105166968,6614086,6.6726818519400535,8.0,8.0,87219.78532489091
P177 Talara - PVH,202605,RECEPCIÓN,943063,2871135,3.0313104838709672,1282139.3715118228,3440911,2.68372618597827,3.0,3.0,103883.3506747454
P195 San Borja - PVH,202605,ALMACÉN,908435,6911220,7.607795698924743,1219915.5375435688,7631352,6.2556392361938,7.5,8.5,83279.7074308327
P144 Huacho - PVH,202605,ALMACÉN,886393,4086881,4.61068548387097,870794.4281537317,3838936,4.40854465862782,5.0,5.0,70390.40097949185
P130 Chimbote - PVH,202605,ALMACÉN,881628,5179315,5.818467741935483,729187.9633736644,4821987,6.61281698794173,7.5,7.0,75328.59499092159
P106 Valle Hermoso - PVH,202605,ALMACÉN,872332,4986619,5.707069892473118,993187.1809922768,6213021,6.2556392361938,7.5,6.5,90817.88198942078
P261 El Agustino - PVH,202605,INVENTARIOS,871581,1650036,1.89315188172043,1788725.1392270308,1562325,0.8734295999077502,1.0,2.0,79021.12949545795
P199 Grifo Kio - PVS,202605,INVENTARIOS,854930,619365,0.724462365591398,671622.600887304,586490,0.8732429847136887,1.0,1.0,107108.39332096474
P202 LurIn - PVH,202605,ALMACÉN,848349,5409210,6.3761626344086215,682567.391703682,5012385,7.343429214057726,8.5,6.5,78193.58265886547
P224 Brena - PVH,202605,ALMACÉN,846620,5617756,6.635510752688181,830518.1438454945,5381339,6.479496365345052,7.5,7.0,75194.20261625895
P084 Comas - PVH,202605,ALMACÉN,835609,5417725,6.483561827957015,843253.5160060165,4991631,5.9194906567865235,7.0,7.0,64941.15598380494
V093 Dos de Mayo - VIV,202605,ALMACÉN,830095,1508001,1.816659946236561,573422.4813867933,1459492,2.545229831886417,3.0,2.5,89642.53345121865
P259 Moquegua - PVH,202605,ALMACÉN,827787,5677904,6.759845430107524,780581.4657275676,4817720,6.171962522078948,7.0,8.0,78245.13229906601
1198 Cusco Wanchaq - PVH,202605,ALMACÉN FRESCOS,827694,672445,0.8124327956989241,191241.2216572364,513239,2.68372618597827,3.0,1.5,90424.31618827037
P236 Pisco - PVH,202605,ALMACÉN,825541,4555416,5.518098118279577,784699.8915457851,4151261,5.290253590353384,6.0,6.5,55976.53274355029
P112 Ceres - PVH,202605,ALMACÉN,825367,3701488,4.484657258064517,902059.6539777004,3545485,3.9304331995848756,4.5,5.0,68349.25889794505
2638 SJB Ayacucho - PVH,202605,ALMACÉN,808502,5300762,6.439764784946255,619045.8207428573,4333321,7,7.0,7.0,64399.24653295565
P064 Miraflores - PVH,202605,ALMACÉN FRESCOS,807812,3300073,4.083850806451612,337461.19627441745,1970300,5.838596620447547,7.0,4.5,77280.59249897567
P221 Barranca - PVH,202605,ALMACÉN,804122,2570698,3.196901881720431,827312.3931198163,2220280,2.68372618597827,3.0,3.5,67373.04051511563
P010 Caminos del Inca - PVS,202605,ALMACÉN FRESCOS,785409,5171510,6.5762836021505375,361879.20641960826,2565624,7.089724467686307,8.5,8.0,77530.82452728582
SO05 Tarapoto - PVO,202605,ALMACÉN,774367,5965089,7.513662634408601,1052769.2928169118,6033535,5.731108056216166,6.5,7.0,54271.80056402629
P220 Trujillo Valcarcel - PVS,202605,INVENTARIOS,767836,727664,0.9476814516129032,,676009,,,1.0,99401.5445165408
P037 Jockey Plaza - PVH,202605,ALMACÉN,765020,4112737,5.359610215053764,930301.4075643846,4326858,4.651028373189411,5.5,6.0,66150.14633045353
SO03 Huanuco - PVO,202605,ALMACÉN,762460,8016538,9.997674731182803,961516.4389095411,6782221,7.053671453804512,7.0,10.5,56429.22131086929
P135 Colonial - PVH,202605,ALMACÉN,760066,3145374,4.138514784946231,527071.8926435605,3222521,6.114007199354251,7.0,5.0,69087.34530562145
P516 Ilo - PVH,202605,ALMACÉN,759201,4882023,6.282923387096772,734145.947158757,4207470,5.731108056216166,6.5,6.5,60944.559786672166
V140 Libertadores - VIV,202605,ALMACÉN,751024,1561040,2.078548387096774,735251.0890275912,1559486,2.1210248599053476,2.5,2.0,77401.6140296423
