Tienda,Periodo,Área,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,CAPO,CAPE,ProdUnid
P262 Talara Municipalidad - PVH,202502,INVENTARIOS,1064635,3203471,2.999375,1370443.7879485674,3805209,2.337542479429463,2.0,3.0,128033.67368201708
V093 Dos de Mayo - VIV,202512,ALMACÉN,1063675,1987978,1.868971774193548,534810.1446625951,2056596,3.7171658762273285,3.0,2.0,121889.21370859
P144 Huacho - PVH,202509,ALMACÉN,1062131,3695825,3.479631944444445,751573.1581847914,3991762,4.917451986878032,5.0,5.0,129172.85712289972
P724 Tumbes - PVH,202512,ALMACÉN,1061997,8709422,7.031095430107527,1191996.050446706,7466514,7.306586029992385,7.5,7.5,105011.23293510872
P227 San Isidro - PVH,202512,ALMACÉN,1060151,5633602,5.030826612903217,890980.7409458902,5779256,6.32292252918869,6.0,5.5,101043.83217982696
P064 Miraflores - PVH,202510,ALMACÉN,1058107,5935621,5.603810483870968,1092654.0991639378,6636186,5.432296034528895,7.0,6.5,126653.28387581893
P117 Izaguirre - PVH,202502,ALMACÉN,1058034,5470753,5.1706770833333335,1011423.0365269826,6286477,5.408965974104596,6.5,5.0,106066.57332514077
P180 Centro Trujillo - PVE,202510,ALMACÉN,1057880,492682,0.46572580645161293,0,561855,Infinity,,,174516.84848484848
P114 Pro - PVH,202505,ALMACÉN,1057505,7632172,7.217150537634411,959904.6287335221,7453680,7.950969566705525,8.0,8.0,124082.7658132137
SO03 Huanuco - PVO,202506,ALMACÉN,1054255,7085415,6.401597222222223,981660.5457433761,6894325,7.217785201537737,6.0,7.0,125657.23398023496
P258 Chaclacayo - PVS,202501,INVENTARIOS,1052695,843854,0.8016129032258066,1195625.6394366198,916038,0.7057842372781709,1.0,1.0,153135.01006036214
P133 Guardia Civil - PVH,202507,ALMACÉN,1052621,5205825,4.945584677419355,1036326.7101679031,6032425,5.023343351978803,6.0,5.5,116802.36770335221
P115 Huancayo - PVH,202506,ALMACÉN,1051077,7884418,7.501277777777778,1110701.2278162148,8780592,7.098594907922994,9.0,9.0,129982.3881857165
P224 Brena - PVH,202503,ALMACÉN,1048396,5843153,5.573420698924733,642723.3665556652,5811762,9.091241464136086,7.0,7.0,126410.5184336659
SO03 Huanuco - PVO,202510,ALMACÉN,1047483,7329717,6.5396841397849474,1164310.9279226381,7427418,6.29532580534795,6.0,7.5,127698.67506589729
P195 San Borja - PVH,202511,ALMACÉN,1046402,6711438,6.384097222222223,1114099.6767452525,7235128,6.02409077041194,7.5,7.5,123995.60539970193
P202 LurIn - PVH,202511,ALMACÉN,1046089,5349605,5.0936666666666675,742837.3023303066,4682173,7.2015837024044185,8.5,6.5,130685.81899090372
P089 Risso - PVH,202511,ALMACÉN,1045642,3532674,3.3784722222222223,940914.1730703625,3725972,3.754512389235552,4.5,3.5,146080.23021582732
P010 Caminos del Inca - PVS,202505,ALMACÉN,1045608,6993657,6.642755376344087,914867.7332724301,7459354,7.644446235942856,7.0,7.0,123215.0581541456
P224 Brena - PVH,202511,ALMACÉN,1045238,5245642,5.018611111111111,765876.1588930369,5533950,6.849203828960828,7.5,5.5,125263.14274644379
P064 Miraflores - PVH,202507,ALMACÉN,1044812,6057232,5.78704301075269,1196723.4757744235,6689244,5.061513451200786,7.0,6.0,120352.65656499963
P010 Caminos del Inca - PVS,202511,ALMACÉN,1043430,7293584,6.952847222222223,1017032.2388130599,7627467,7.171438575548075,7.0,7.0,121019.48642143006
P216 Proceres - PVS,202504,INVENTARIOS,1041540,874337,0.8394652777777778,1559644.3210005213,883619,0.5606000408087325,1.0,1.0,165277.83062961706
P177 Talara - PVH,202504,RECEPCIÓN,1040900,3112978,2.9887083333333337,1061638.93094915,3412034,2.932238211363318,3.0,3.0,152093.45453024577
P068 Primavera - PVH,202512,ALMACÉN,1038314,5757736,4.6752284946236555,781352.1052482193,5340614,7.368939036992658,4.5,5.0,106559.0699091816
P229 Salaverry - PVH,202507,ALMACÉN,1037523,6577977,6.34008064516129,917376.1215377067,7122594,7.170425232972044,6.5,8.0,149050.4700001272
P048 Higuereta - PVH,202509,ALMACÉN,1037501,5666393,5.456840277777779,1023886.4636341901,6993350,5.534200149387331,7.5,7.0,132635.83010619952
P147 Juliaca - PVH,202503,ALMACÉN,1037148,9399948,8.019469086021507,1201251.8245122735,7303028,7.825127028478413,7.5,8.5,96197.5152874766
P143 Nvo Chimbote - PVH,202511,ALMACÉN,1037134,4218263,4.062916666666667,800106.1605996913,4153333,5.272129559455397,6.5,5.0,104595.79530304583
P199 Grifo Kio - PVS,202506,CAJAS,1036108,494849,0.4776041666666667,0,593289,Infinity,0.5,0.5,148848.5548527808
P117 Izaguirre - PVH,202510,ALMACÉN,1036052,4549592,4.39127688172043,677620.1251270996,5761578,6.7140749533474136,6.5,5.5,118485.81039511984
P122 Ica - PVH,202509,ALMACÉN,1034918,4278438,4.134083333333334,737403.8110954743,4817040,5.8020282043891624,5.5,4.5,104618.83932350983
P259 Moquegua - PVH,202512,ALMACÉN,1034715,7232397,6.801525537634404,841396.1839783413,6795807,8.595709830538253,7.5,7.0,118691.60757143557
P238 Grifo Mexico - PVH,202512,ALMACÉN FRESCOS,1034135,240714,0.23276881720430107,78084.70810864084,260921,3.0827329169891917,2.0,0.5,104378.84374639104
P258 Chaclacayo - PVS,202510,INVENTARIOS,1033609,793642,0.7678360215053761,998646.0866825208,979976,0.7947179692421971,1.0,1.0,150421.43994958606
P216 Proceres - PVS,202508,INVENTARIOS,1032377,930769,0.9015793010752687,2636706.4454437867,941529,0.35300452259612136,1.0,1.0,151541.85531661139
P059 Callao - PVH,202512,ALMACÉN,1032293,4439077,4.29860215053763,653985.3268749138,4833034,6.7877312342958005,7.5,5.5,103638.34204667695
P084 Comas - PVH,202507,ALMACÉN,1031095,5010409,4.859307795698926,1012737.0175165604,6080450,4.947393976263013,7.5,5.0,113920.75235283133
P146 Tacna - PVH,202510,ALMACÉN,1028794,8975632,7.534220430107526,965918.1717928386,7575159,9.292332147908914,8.0,8.5,117696.05206352379
P081 La Molina - PVH,202503,ALMACÉN,1026343,7538650,7.345154569892474,1123517.3810196524,7944149,6.709865416731044,7.0,7.5,118926.78386654942
P145 Piura - PVH,202502,ALMACÉN,1024833,7808695,7.619479166666666,1142701.8334068807,8461235,6.8335365987109284,8.0,8.5,96194.13794140566
P048 Higuereta - PVH,202511,ALMACÉN,1023585,6536729,6.375055555555557,1071157.6134315385,7273785,6.102490173279982,7.5,7.0,124830.44156477936
P125 SJ Lurigancho - PVH,202503,ALMACÉN,1023560,6806963,6.650282258064518,839695.4424243742,7152077,8.106466078161498,7.0,8.0,84132.51923578308
P221 Barranca - PVH,202509,INVENTARIOS,1023015,2005458,1.9603402777777776,2010889.8877874704,2014604,0.9972986696981967,2.0,2.0,127285.04475909441
P769 Chiclayo Aventura - PVH,202512,ALMACÉN,1020992,6493680,6.171384408602146,928118.8101327787,6714574,6.996604657835778,6.5,7.5,106465.1424215564
P195 San Borja - PVH,202501,ALMACÉN,1020159,6508703,6.362567204301078,958721.6527932084,7043144,6.788939074273622,7.5,8.0,126904.4355954581
SO03 Huanuco - PVO,202509,ALMACÉN,1018454,7183180,6.648055555555556,1289009.6148853467,6923336,5.572634871803436,6.0,6.5,132818.68549701248
P112 Ceres - PVH,202512,ALMACÉN,1017085,4974291,4.89073252688172,825102.2688185347,5129164,6.028696633112761,4.5,5.0,133087.22086566512
P084 Comas - PVH,202505,ALMACÉN,1016484,5299770,5.213823924731184,945722.820983519,5753795,5.603935447479657,7.5,6.0,113048.88859099502
P144 Huacho - PVH,202510,ALMACÉN,1014434,3586310,3.535282258064516,692937.3148686707,4058530,5.175518684081398,5.0,4.0,128429.3493013972
P118 Alfonso Ugarte - PVH,202501,INVENTARIOS,1013772,2121290,2.09247311827957,1070389.730939239,2331555,1.981792228274297,3.0,3.0,108925.65262076052
P048 Higuereta - PVH,202507,ALMACÉN,1013081,6290411,6.201491935483872,1011648.9369824373,7079710,6.2179786189101725,7.5,6.5,127879.3890648062
P261 El Agustino - PVH,202512,ALMACÉN,1012759,2398695,2.3684744623655867,521332.7570770373,2517640,4.601082451539766,3.0,2.5,114255.40122975147
P109 Dasso - PVS,202503,ALMACÉN,1012341,3317719,3.2278561827956995,556780.0692239337,3362750,5.9587600084614945,4.5,5.5,127146.30911608247
P159 Acho - PVH,202506,INVENTARIOS,1011392,1506166,1.489201388888889,1155320.0846002805,1817642,1.303678521715569,2.0,2.0,122988.06687029307
P134 Centro Civico - PVH,202512,ALMACÉN,1011220,6188467,6.111216397849457,1116372.9749752586,6460712,5.543368541447495,4.5,6.0,115414.17519566206
P117 Izaguirre - PVH,202509,ALMACÉN,1009997,4596370,4.5508750000000004,722234.4072292254,5413604,6.364097561667658,6.5,5.5,104395.52833246352
P769 Chiclayo Aventura - PVH,202503,ALMACÉN,1009658,5705098,5.650524193548389,964642.4094610696,5475053,5.914210109409711,6.5,7.0,107378.71022528595
P130 Chimbote - PVH,202503,ALMACÉN,1008885,6974210,6.91090053763441,760391.0677517597,6279336,9.171873008214805,8.5,7.5,107658.61785281549
P089 Risso - PVH,202503,ALMACÉN,1008410,4067910,4.033985215053764,777862.499112471,4088706,5.229600173091544,4.5,4.5,135681.4591083486
V140 Libertadores - VIV,202512,ALMACÉN,1008352,1855931,1.8405577956989247,661259.1376951674,1990919,2.806661419407957,2.5,2.0,114719.0272934733
SO03 Huanuco - PVO,202505,ALMACÉN,1007814,7275718,7.0332594086021505,971347.9688873768,7100802,7.4903310070580735,6.0,7.5,117971.61910240227
P122 Ica - PVH,202507,ALMACÉN,1007631,4789024,4.752755376344086,1080215.6632042208,5786769,4.433396147760365,5.5,4.5,94208.50949505804
P122 Ica - PVH,202504,ALMACÉN,1007322,4901599,4.865972222222223,889774.0016012815,5206904,5.508813992293367,5.5,6.0,95783.11973740543
P193 Trujillo Mansiche - PVS,202509,INVENTARIOS,1006915,843234,0.7460833333333333,622221.4949714596,777853,1.3551996785946425,,1.0,154411.70557355077
P333 Ves Placita - PVH,202503,ALMACÉN,1006690,6797539,6.752365591397852,1006682.5285872645,6466076,6.752415490451967,7.5,7.5,121373.16750800193
P227 San Isidro - PVH,202506,ALMACÉN,1006125,3808258,3.776354166666667,897597.1200216439,3764835,4.242724742597404,6.0,4.0,111861.0652911483
P114 Pro - PVH,202509,ALMACÉN,1005551,6460251,6.424590277777779,947060.6684439222,7305535,6.821369343333179,7.5,7.5,124141.45735623
P080 Bolichera - PVH,202512,ALMACÉN,1004648,6954425,6.873172043010749,864022.9151718945,8223630,8.04888954665796,8.0,7.5,100751.44280786294
P465 Sucre - PVH,202509,ALMACÉN,1003247,5949511,5.923361111111111,973620.8073691418,7171289,6.110706257476563,10.0,6.0,108357.904905717
P223 Cusco Mall - PVH,202502,ALMACÉN,1003089,7123346,7.099635416666667,1140652.0617623143,7524732,6.244977306221133,8.5,8.5,89971.09886804633
P102 Chiclayo - PVH,202507,ALMACÉN,1002711,8302466,7.999334677419355,1082574.0037545224,8165799,7.669190393641317,9.5,8.5,89007.40232932678
P193 Trujillo Mansiche - PVS,202501,CAJAS,1001888,813024,0.811491935483871,2722088.2752,1014394,0.2986766878235294,1.0,1.0,153160.22201242237
P291 La Curva - PVH,202504,ALMACÉN,1001412,5874781,5.864638888888888,750251.9120418848,6039045,7.830410766979859,8.0,6.5,130198.63873403214
P142 Chincha - PVH,202506,INVENTARIOS,1000951,2943278,2.935868055555556,1506790.4179384834,3417687,1.9533428504455508,2.0,3.0,109261.72223339207
P010 Caminos del Inca - PVS,202510,ALMACÉN,999398,6791376,6.782802419354839,946343.4649919186,7524412,7.1764390215956055,7.0,7.0,119421.4441052591
P122 Ica - PVH,202506,ALMACÉN,999346,4565336,4.550000000000001,990480.9157575319,4845176,4.609211512680561,5.5,5.0,100172.52747252745
P061 Cortijo - PVH,202503,ALMACÉN,999044,6251768,6.215793010752689,1101030.7166250849,6446563,5.678104948028262,8.0,7.0,110572.1311522202
P193 Trujillo Mansiche - PVS,202502,INVENTARIOS,997228,740944,0.6373958333333333,799161.7099537383,736368,0.9271513647005079,1.0,1.0,155507.76270632457
P084 Comas - PVH,202511,ALMACÉN,996656,4851469,4.856541666666667,754711.0455458625,5967291,6.428247272426045,7.0,5.5,105659.7544549019
P089 Risso - PVH,202504,ALMACÉN,995342,3341302,3.356937500000001,801847.9755605166,3779762,4.167002164798541,4.5,5.5,140913.25799184522
P064 Miraflores - PVH,202503,ALMACÉN,994713,7150493,7.158111559139786,1327207.8072954528,6744285,5.387621456636152,7.0,7.5,120708.09358883962
P159 Acho - PVH,202501,INVENTARIOS,993978,1577018,1.5865725806451614,1326644.8334991047,1701576,1.1887264700986484,2.0,2.0,125677.2002948128
P061 Cortijo - PVH,202512,ALMACÉN,993784,7301966,7.3279368279569885,1114314.8507914639,8761243,6.552874813445803,8.0,8.5,101488.45677308357
P333 Ves Placita - PVH,202502,ALMACÉN,992824,5558626,5.598802083333333,727221.2295740019,4944987,7.64365217068289,7.5,7.0,123454.98013898062
P037 Jockey Plaza - PVH,202511,ALMACÉN,992582,4092734,4.12295138888889,733875.2432487848,4504280,5.576879146218258,5.5,4.5,102437.29798468934
P037 Jockey Plaza - PVH,202506,ALMACÉN,990831,3746084,3.76775,716922.1809462329,4488979,5.225231244841265,5.5,4.0,108951.76166146905
P142 Chincha - PVH,202510,INVENTARIOS,989902,2730188,2.7580376344086015,1054507.2943871275,3335783,2.5890649353798607,2.0,3.0,115277.25221493389
P199 Grifo Kio - PVS,202504,INVENTARIOS,989050,922489,0.932701388888889,1644272.1462680146,652233,0.5610315190789806,1.0,1.0,133183.0331548891
P117 Izaguirre - PVH,202507,ALMACÉN,988428,5576247,5.64130376344086,1193208.6432864512,6522838,4.673320647964264,6.5,5.5,96891.7244879239
P118 Alfonso Ugarte - PVH,202502,INVENTARIOS,987362,2417803,2.44875,1303050.3110625187,2559217,1.855494710736458,3.0,3.0,98284.43491577335
1198 Cusco Wanchaq - PVH,202511,ALMACÉN FRESCOS,987134,479953,0.48620833333333335,202114.7991881182,362564,2.37465396857597,3.0,0.5,140877.24397977546
P145 Piura - PVH,202501,ALMACÉN,985380,7798854,7.914563172043012,1099626.1978122715,7477278,7.092277053344105,8.0,9.0,101127.12257161706
P465 Sucre - PVH,202512,ALMACÉN,984678,8272822,8.385934139784949,965471.306118185,9920317,8.56868775651351,10.0,11.0,97283.02016225003
P159 Acho - PVH,202503,INVENTARIOS,983924,1836519,1.8665255376344088,1878132.3390851736,2007563,0.9778432125259908,2.0,2.0,131528.33703585019
P123 El Chacarero - PVH,202502,ALMACÉN,983583,6773532,6.728854166666667,789180.0192279179,5250267,8.583000259721201,8.0,8.0,93367.90253417341
P145 Piura - PVH,202508,ALMACÉN,979318,7850250,8.01603494623656,983488.6032504775,8050095,7.9820450222346695,8.0,9.0,104547.19891078532
P064 Miraflores - PVH,202509,ALMACÉN,978594,5650657,5.765715277777779,1227028.9958104636,6433993,4.605153219111739,7.0,6.0,116832.99947125187
P145 Piura - PVH,202506,ALMACÉN,975907,7341146,7.521256944444445,1366605.1227348116,7939525,5.371812089588179,8.0,9.0,112305.5635832146
SO03 Huanuco - PVO,202504,ALMACÉN,974883,6854022,6.786986111111112,975855.2760959377,7350389,7.02360495238658,6.0,7.5,106010.82545639836
P465 Sucre - PVH,202507,ALMACÉN,972838,6723987,6.900127688172043,1131347.0145034862,7900253,5.94334622693193,10.0,7.5,101315.95263061012
P133 Guardia Civil - PVH,202502,ALMACÉN,971188,4626345,4.76359375,962166.4466129369,5242891,4.808258598380639,5.0,5.0,99920.1495719487
P216 Proceres - PVS,202505,INVENTARIOS,970784,903234,0.9304166666666668,953817.0806479114,953091,0.9469678079013314,1.0,1.0,153652.6645768025
P231 Ventanilla - PVH,202503,ALMACÉN,970186,7112199,7.330759408602153,1500220.6252334933,6709763,4.740768564552338,8.0,8.0,134605.83617600382
SO02 Pucallpa - PVO,202503,ALMACÉN,969882,7710529,7.934462365591399,853070.6283846727,7754805,9.038558301556144,9.0,9.0,92775.66217873573
P146 Tacna - PVH,202501,ALMACÉN,969243,9532265,8.611317204301079,1163716.8845140783,8008491,8.1912230945934,8.0,9.5,104958.855719374
SO02 Pucallpa - PVO,202505,ALMACÉN,968838,7221052,7.386505376344087,686828.5611885904,6983130,10.513616334625947,9.0,9.0,93936.70817896628
P259 Moquegua - PVH,202511,ALMACÉN,968781,5313578,5.314409722222223,726014.6841530991,4589098,7.318830384537366,7.5,6.5,114765.70905883504
P010 Caminos del Inca - PVS,202508,ALMACÉN,968469,7098001,7.311942204301076,790529.4887745407,7498592,8.97879288602269,7.0,8.5,115146.6021578707
P221 Barranca - PVH,202512,ALMACÉN,968446,3392682,3.506021505376344,619692.1465603344,3324390,5.4747860027457715,3.0,3.5,119649.57983193277
P333 Ves Placita - PVH,202508,ALMACÉN,967780,5516452,5.700107526881721,890895.4214303452,5299921,6.192030419399012,7.5,6.5,120480.66229650448
P203 Rimac Alcazar - PVH,202511,ALMACÉN,967109,3976156,4.111381944444445,948214.0459731205,3959928,4.193310083188448,5.0,6.0,140109.3398238967
P110 Corpac - PVS,202502,RECEPCIÓN,966886,1998079,2.0665104166666666,2377057.319045677,2186118,0.8405684473785319,1.0,2.0,155932.88928094364
P010 Caminos del Inca - PVS,202507,ALMACÉN,966468,6691240,6.9050672043010755,814392.3523152707,7291897,8.216236155677526,7.0,7.0,113862.85560121229
P227 San Isidro - PVH,202508,ALMACÉN,965800,3525508,3.6296975806451606,752057.6960626194,3771097,4.687816278535166,6.0,4.5,107280.01199780042
P465 Sucre - PVH,202503,ALMACÉN,965744,8270528,8.534778225806454,1259475.2251219293,8202349,6.566646167414157,10.0,10.0,96500.81211362427
SO02 Pucallpa - PVO,202508,ALMACÉN,965360,7534964,7.552520161290323,768714.0465066348,7499697,9.802037134929554,9.0,9.0,96959.42339264025
P147 Juliaca - PVH,202510,ALMACÉN,964868,8416347,7.287715053763441,947481.3893998526,6729735,8.882862844758382,7.5,7.5,110255.95870204314
P114 Pro - PVH,202504,ALMACÉN,964071,7135926,7.401868055555556,932415.2950082354,7478028,7.653162392554892,8.0,8.0,116899.13998812236
P132 El Ejercito - PVS,202503,ALMACÉN,963667,3984839,4.135080645161291,1204983.2222185822,4020724,3.3069667498467097,4.5,4.5,103434.5002437835
P465 Sucre - PVH,202510,ALMACÉN,962069,5403231,5.606350806451614,873801.3692767483,7757577,6.183592267052973,10.0,6.5,103798.35655848241
P143 Nvo Chimbote - PVH,202503,ALMACÉN,961833,4764576,4.908420698924733,870571.5572832077,4438028,5.472928124218542,6.5,5.5,104711.8883091242
P037 Jockey Plaza - PVH,202503,ALMACÉN,960875,4724357,4.916370967741936,783582.8039050333,5077419,6.029174053406832,5.5,5.5,98818.8245329134
P081 La Molina - PVH,202504,ALMACÉN,960595,6627316,6.8991805555555565,975038.0282436011,7450157,6.79698181817402,7.0,7.0,112752.08609718141
P206 La Paz - PVS,202501,INVENTARIOS,960071,780445,0.8129032258064517,1075373.4866589115,810821,0.7257432135738927,1.0,1.0,144309.92063492062
P117 Izaguirre - PVH,202505,ALMACÉN,960022,5303319,5.524166666666667,994714.4259897311,5897747,5.331499032723135,6.5,5.5,103742.8945542314
P001 Los Olivos - PVH,202503,ALMACÉN,959813,5291739,5.513299731182797,966546.3004883986,5662708,5.474894402188564,6.0,6.0,102551.29007446556
P142 Chincha - PVH,202509,INVENTARIOS,959377,2730466,2.8460833333333335,1231516.8944200906,3222980,2.217157070578191,2.0,3.0,119929.72798875647
P126 Santa Clara - PVH,202502,ALMACÉN,958563,7075790,7.381666666666667,1354406.335606068,8723675,5.224274070479547,5.5,8.0,96789.93000677353
P159 Acho - PVH,202504,INVENTARIOS,958452,1653296,1.7249652777777778,884273.1040027121,1745673,1.8696666703038494,2.0,2.0,112441.68360876829
P224 Brena - PVH,202508,ALMACÉN,956717,5094325,5.324798387096774,687617.4115668754,5459186,7.408661567181015,7.5,6.0,114621.05334898339
P723 Puruchuco - PVH,202511,ALMACÉN,956497,7727000,8.078437500000001,890762.7488485705,6684831,8.67458788548149,8.0,8.5,93029.74739855323
P114 Pro - PVH,202502,ALMACÉN,956307,6525598,6.8237499999999995,934369.344282854,7004902,6.98396022935504,8.0,7.5,117505.47719362521
P193 Trujillo Mansiche - PVS,202510,INVENTARIOS,955284,1054093,0.7690120967741936,605299.6163701995,797256,1.7414395970066499,,1.0,145664.80874603466
P147 Juliaca - PVH,202505,ALMACÉN,955249,7914269,7.398689516129034,890490.5505840981,6372993,8.887538710892333,7.5,8.5,102575.86811090671
P134 Centro Civico - PVH,202508,ALMACÉN,954884,4324959,4.529301075268818,900425.4776211508,4628109,4.803239399029648,4.5,5.0,115304.10350762654
P195 San Borja - PVH,202502,ALMACÉN,954881,6528463,6.836822916666668,847248.7911015373,6653666,7.705484927883015,7.5,10.0,112708.19931894534
P146 Tacna - PVH,202502,ALMACÉN,954654,9380061,8.556145833333334,925078.9392533355,7455400,10.139741120439933,8.0,9.0,99620.67227504596
P037 Jockey Plaza - PVH,202509,ALMACÉN,953105,3398904,3.494895833333334,650618.7987825944,4177257,5.224109534430698,5.5,3.5,105408.3548031355
P203 Rimac Alcazar - PVH,202509,ALMACÉN,953061,3575003,3.7510763888888894,775212.7825448278,3919292,4.611641371887815,5.5,5.0,143527.868852459
P236 Pisco - PVH,202503,ALMACÉN,952772,5245785,5.500504032258066,855387.5621202345,5126425,6.132641626209015,6.5,6.5,99611.05323925591
SO03 Huanuco - PVO,202507,ALMACÉN,952665,7936214,7.790793010752689,1187363.4699788613,7751185,6.6838963221104395,6.0,8.5,108842.835232517
P516 Ilo - PVH,202511,ALMACÉN,952509,4783181,4.832381944444445,607762.9711115493,4135404,7.870142666395005,7.0,6.5,96231.63180108726
P068 Primavera - PVH,202509,ALMACÉN,951967,3062242,3.2143611111111112,558168.8581316981,3660160,5.48622904231872,4.5,4.0,113182.05622337254
P037 Jockey Plaza - PVH,202504,ALMACÉN,951924,3816456,4.009201388888889,707565.0758757761,4469807,5.393787469338066,5.5,5.0,102167.47932273848
P465 Sucre - PVH,202508,ALMACÉN,950607,6654697,6.988756720430108,1020282.1838792897,7222838,6.522408570046462,10.0,7.0,100862.00281365903
P724 Tumbes - PVH,202504,ALMACÉN,950587,6641144,5.804652777777778,908370.8793156585,5264242,7.311048593943539,7.5,7.5,91085.55158098746
P215 Magdalena - PVS,202503,INVENTARIOS,950094,900789,0.9481048387096774,1140680.8562195324,924451,0.7896939140237805,1.0,1.0,148904.41883213542
P104 Arequipa - PVH,202512,ALMACÉN,948697,6752815,7.0829838709677375,907729.7564501158,7063060,7.439234697349156,6.0,7.0,72982.8006694828
P134 Centro Civico - PVH,202509,ALMACÉN,948207,4016626,4.236020833333334,770947.2030893831,4223287,5.209988030184623,4.5,5.0,104380.74254041478
V290 Asia - VIV,202501,ALMACÉN,947601,2921820,3.083387096774193,942365.2552165225,2631711,3.100517324706192,3.0,3.0,90590.31228749282
P224 Brena - PVH,202510,ALMACÉN,946884,4739555,5.0054233870967755,710481.0538108714,5554799,6.670909934301584,7.5,6.0,118537.02556501211
P108 Ayacucho - PVS,202503,ALMACÉN,946768,2627441,2.7626478494623656,583736.6382371333,2638849,4.501072003865972,4.0,3.5,142102.4399025012
P061 Cortijo - PVH,202511,ALMACÉN,946418,5680904,5.973187500000001,836927.8461779983,6224040,6.7878061961291,8.0,7.5,105950.96838999276
P147 Juliaca - PVH,202508,ALMACÉN,942631,7614390,7.4800268817204305,957762.692034264,6769470,7.95018424013492,7.5,8.5,104643.87526639042
P064 Miraflores - PVH,202506,INVENTARIOS,941728,3793056,4.023395833333334,1848282.2551402254,6592367,2.0522062631133293,3.0,4.0,109680.98051500856
P048 Higuereta - PVH,202510,ALMACÉN,940173,5895668,6.26288306451613,1072288.5745202412,7241554,5.498209838370998,7.5,7.0,118419.9022015909
P066 Ate - PVH,202511,ALMACÉN,940100,4879952,5.19088888888889,752758.0170335138,4920741,6.482763596767829,6.0,5.5,79717.17539278221
P147 Juliaca - PVH,202504,ALMACÉN,939334,8124169,7.699076388888889,945455.7334432311,6370435,8.592859911497706,7.5,8.5,85632.73913627808
P172 Puno - PVH,202502,ALMACÉN,938675,5125459,5.036093749999999,941865.5833582145,4663998,5.441816232126472,7.0,5.5,95328.25714374363
P120 Universitaria - PVH,202512,ALMACÉN,937228,5452702,5.817903225806448,810703.3088710374,7098592,6.725890310714631,7.5,6.0,93464.25660502903
P048 Higuereta - PVH,202502,ALMACÉN,936730,6177376,6.57125,954248.451394256,6530525,6.473550835711825,7.5,8.0,113676.24120220658
P147 Juliaca - PVH,202507,ALMACÉN,933884,7606607,7.841787634408602,964794.924290848,7321483,7.884170126196586,7.5,8.5,93114.86539064736
P147 Juliaca - PVH,202506,ALMACÉN,931839,7152940,6.934229166666668,898753.349214854,6175246,7.958735515421188,7.5,8.5,98604.4711771015
P130 Chimbote - PVH,202511,ALMACÉN,931663,5347880,5.718756944444444,835126.9722460302,5305648,6.403672959594584,8.5,7.0,95186.94452101455
P333 Ves Placita - PVH,202505,ALMACÉN,931487,5666445,6.0832258064516145,769963.0914621386,5516269,7.359372706085921,7.5,7.0,123280.97359210941
SO02 Pucallpa - PVO,202507,ALMACÉN,931108,7500154,7.931169354838711,789038.5859626748,7911234,9.505434009731424,9.0,9.0,90981.03542068094
P258 Chaclacayo - PVS,202507,INVENTARIOS,930941,843652,0.906236559139785,1053467.5432292435,1008218,0.8008337280272659,1.0,1.0,134952.62221167536
P118 Alfonso Ugarte - PVH,202508,INVENTARIOS,929814,2104260,2.26309811827957,1036384.0491796406,2492327,2.0303867004375906,2.0,2.5,94068.3915913633
P225 Cajamarca - PVH,202511,ALMACÉN,929062,5910105,5.8014930555555555,880247.5380707679,4297243,6.714140153067777,7.0,7.0,105605.91801679405
P261 El Agustino - PVH,202506,INVENTARIOS,928039,1390961,1.4927013888888891,946072.5171978716,1550017,1.4702477185573708,1.0,2.0,106221.51301006283
P001 Los Olivos - PVH,202509,ALMACÉN,927344,3543587,3.821222222222223,727263.9210301626,4347352,4.872491288967755,6.0,4.5,112315.89660085486
P114 Pro - PVH,202501,ALMACÉN,926781,6811233,7.349341397849465,905789.868335437,7044332,7.5196609921426365,8.0,8.0,116396.16309705166
P010 Caminos del Inca - PVS,202504,ALMACÉN,925812,7108431,7.631215277777778,806075.1082874488,7573169,8.818571615618122,7.0,8.5,109913.86554675379
P115 Huancayo - PVH,202504,ALMACÉN,925666,8258257,8.917027777777777,1012404.056443644,9219870,8.157076018649578,9.0,10.5,108934.16777513684
V290 Asia - VIV,202503,ALMACÉN,924483,1719395,1.859845430107527,1047295.0434685361,1728083,1.6417480830478652,1.0,1.0,89866.07020903719
P159 Acho - PVH,202505,INVENTARIOS,924381,1715857,1.85622311827957,918503.147485098,1734811,1.8681013611092048,2.0,2.0,112131.99423618602
P221 Barranca - PVH,202503,ALMACÉN,923759,3080060,3.3342674731182793,632537.036881642,2861513,4.869375404773855,3.0,4.0,105778.55641261824
P102 Chiclayo - PVH,202505,ALMACÉN,922361,7682176,8.06166666666667,962746.0524835265,7211267,7.979441858195985,9.5,9.0,91408.51767624558
P231 Ventanilla - PVH,202507,ALMACÉN,922244,6148136,6.6638306451612905,1147743.0467773075,6891446,5.3567183676373,8.0,7.5,130936.8509587748
P066 Ate - PVH,202502,ALMACÉN,921893,4611124,4.962604166666666,493846.11377103126,4769961,9.337166844929186,6.5,5.5,84354.29986776097
P102 Chiclayo - PVH,202502,ALMACÉN,921235,7923443,8.359583333333333,997776.2561917914,7901078,7.9411022870411605,9.5,9.5,84788.91491800827
