Tienda,Periodo,Área,Prod,VtaNeta,JEq,ProdMeta,VtaNetaMeta,JEqMeta,CAPO,CAPE,ProdUnid
P146 Tacna - PVH,202502,ALMACÉN FRESCOS,198068,1218576,6.1239583333333325,228951.67162128194,1157883,5.322415518396804,6.0,6.5,27783.21156659296
1199 San Miguel - PVH,202502,CAJAS,198047,5289162,26.706614583333337,175335.2762617266,5172540,30.16598788771268,31.0,31.5,24318.755114896234
P262 Talara Municipalidad - PVH,202506,ELECTRO,197966,581539,2.9375694444444447,178308.0890802589,550952,3.261430667557887,3.5,4.0,32774.714545755414
P123 El Chacarero - PVH,202502,ALMACÉN FRESCOS,197963,768869,3.88390625,144187.20243963832,683017,5.332432885795635,4.0,5.0,23011.625216236876
P236 Pisco - PVH,202511,ALMACÉN FRESCOS,197918,512051,2.587180555555556,205155.6641093597,470623,2.495912712051897,5.0,4.0,26054.996376364234
P142 Chincha - PVH,202502,ELECTRO,197904,783485,3.95890625,165783.3928175124,649613,4.725957387435234,2.5,4.0,19009.038165528673
P135 Colonial - PVH,202510,ABARROTES,197904,2336148,11.804455645161292,235312.07884931567,2841323,9.927871962305746,14.0,13.0,25211.073593384124
P177 Talara - PVH,202506,CAJAS,197852,2996137,15.143284722222226,235930.80573999524,3619793,12.699217512535673,15.5,17.5,30036.705268607777
P516 Ilo - PVH,202512,ALMACÉN FRESCOS,197808,849187,4.264166666666657,167783.7495193628,752202,5.061197597697035,6.0,4.0,27034.339652139988
P422 Art Express - PVS,202502,INVENTARIOS,197787,188083,0.9509375000000001,221636.89740439862,208212,0.8486085674481532,1.0,1.0,39009.92441669405
1593 Aventura SJL - PVH,202511,ALMACÉN FRESCOS,197651,825582,4.176958333333334,138942.62116277457,562841,5.941888263593443,6.0,5.0,24241.86259937953
P084 Comas - PVH,202511,CAJAS,197648,5048958,25.545138888888896,192120.67258743395,6117740,26.280138321409556,31.0,29.0,22459.835215441068
SO04 Jaen - PVO,202508,ALMACÉN FRESCOS,197599,799384,3.6897715053763447,162623.73714691328,720438,4.915540400340461,4.5,4.0,23234.598639802705
P059 Callao - PVH,202502,ABARROTES,197580,2509288,12.700104166666668,260358.5336803453,2590905,9.637818874340313,13.5,17.0,22526.980585789155
P096 San Jorge - PVS,202508,ABARROTES,197514,1908478,9.662493279569894,199923.90719562053,2142870,9.54602396867225,9.0,10.5,28879.399128795172
P109 Dasso - PVS,202506,CAJAS,197509,5275512,26.710201388888887,166896.71830285617,5318375,31.60944261604284,31.5,29.0,24149.072880757954
P224 Brena - PVH,202508,ALMACÉN FRESCOS,197508,1118086,5.660967741935484,198334.47277835448,1168738,5.637373848012285,6.5,6.0,24153.78716735997
P096 San Jorge - PVS,202503,ABARROTES,197297,2190305,11.101538978494627,251426.78406485321,2232938,8.711500917241302,9.5,13.0,29595.896626266935
V290 Asia - VIV,202505,ALMACÉN FRESCOS,197296,215347,1.091491935483871,197219.3312877025,193526,1.0919139548539167,1.0,1.0,20822.563375078502
P177 Talara - PVH,202505,ELECTRO,197208,480637,2.437204301075269,128354.18227271999,385202,3.744612769833781,3.5,2.5,40738.89084973087
P159 Acho - PVH,202501,ALMACÉN FRESCOS,196998,248338,1.260611559139785,104036.47848082038,251993,2.3870253359813813,2.5,1.5,25630.352003156004
P142 Chincha - PVH,202507,ALMACÉN FRESCOS,196996,539189,2.7370564516129035,180697.93772864516,511642,2.983923705923541,3.0,3.0,24593.051400285804
P225 Cajamarca - PVH,202503,ALMACÉN FRESCOS,196987,795379,3.8572446236559146,182117.024419348,701166,4.367407454278061,4.5,4.5,24121.607022116597
P081 La Molina - PVH,202508,ELECTRO,196893,586773,2.9724126344086024,220773.00008066682,559180,2.6578118238444137,4.0,4.0,32625.685571846843
P223 Cusco Mall - PVH,202507,ALMACÉN FRESCOS,196834,938514,4.76804435483871,247108.5153362904,1210613,3.797984131476709,7.0,6.0,22496.73073849341
P142 Chincha - PVH,202501,ELECTRO,196795,749671,3.8094018817204303,196585.90682196344,767037,3.81345139190946,2.5,4.0,15671.489082437869
P135 Colonial - PVH,202509,ABARROTES,196685,2280886,11.596618055555554,217348.08224142736,2811696,10.49416294120517,14.0,13.0,25188.119381069555
P177 Talara - PVH,202508,ABARROTES,196649,2216147,11.269576612903228,224209.9053765159,2672533,9.884251038233222,8.5,12.0,25861.220879079592
1199 San Miguel - PVH,202511,CAJAS,196588,5437594,27.659868055555542,206517.79747806306,5486392,26.329903506634082,34.0,31.0,23215.5633826686
P108 Ayacucho - PVS,202512,CAJAS,196551,3907380,19.879764784946218,193651.65277262797,4551462,20.177364634154547,22.0,22.0,25592.902909257256
P135 Colonial - PVH,202505,CAJAS,196530,3638259,18.512506720430117,204951.91417495479,3769480,17.75176848016283,20.0,21.5,23853.254811390572
P202 LurIn - PVH,202509,ALMACÉN FRESCOS,196510,624355,3.1772222222222224,178377.8892897286,733852,3.5001803894309886,5.0,4.0,21983.152299353034
P037 Jockey Plaza - PVH,202510,CAJAS,196429,4440124,22.60421370967742,195195.32357144056,5661505,22.747083530282097,30.5,26.0,22703.17678779916
SO03 Huanuco - PVO,202502,ALMACÉN FRESCOS,196389,566879,2.886510416666667,148133.4928143784,581049,3.826814579403318,5.0,5.0,20692.192778910518
1593 Aventura SJL - PVH,202510,ALMACÉN FRESCOS,196215,798441,4.069220430107527,153962.2802069297,666291,5.185948915064606,6.0,4.0,23570.295993393887
P037 Jockey Plaza - PVH,202508,ELECTRO,196132,456699,2.3285349462365588,190793.81359759462,523685,2.3936792361791634,3.0,3.5,7141.829684316251
P141 Chosica - PVH,202505,ELECTRO,196042,942273,4.806478494623656,134307.91485710558,813017,7.015765831838829,3.5,5.0,28553.128897489387
P120 Universitaria - PVH,202511,ELECTRO,195985,436378,2.2265833333333336,139438.5440584906,447226,3.129533106835594,3.5,3.5,24913.058123432762
P769 Chiclayo Aventura - PVH,202509,ELECTRO,195930,752475,3.840520833333334,218543.7996006535,617487,3.443130445132747,3.5,4.5,27805.60362364045
P109 Dasso - PVS,202507,CAJAS,195919,4838768,24.6977688172043,151790.76233482469,5208131,31.87787949392137,31.5,27.0,24057.875608022583
P106 Valle Hermoso - PVH,202502,CAJAS,195808,6705889,34.247291666666676,219025.38445146338,6956886,30.616948427208644,37.0,39.0,24976.060598465807
P109 Dasso - PVS,202507,ALMACÉN FRESCOS,195691,1884613,9.589623655913977,302861.61411598977,1994210,6.2226882911554195,10.0,10.0,23617.180207101093
P192 Sullana - PVH,202508,ABARROTES,195548,1551687,7.935073924731183,258942.9905304305,1899439,5.992387655759496,7.0,8.5,27160.427494984073
P226 Paita - PVH,202506,ALMACÉN FRESCOS,195475,585433,2.994930555555556,186582.8182345307,718945,3.1376567014017502,4.5,3.0,30565.122730540035
P048 Higuereta - PVH,202501,ALMACÉN FRESCOS,195383,2492588,12.689334677419357,235145.16076614923,2473906,10.600208321866626,11.5,14.0,27412.23033694475
P221 Barranca - PVH,202510,CAJAS,195350,2218044,11.354206989247308,223016.32011261917,2195556,9.945659577200125,12.5,11.5,27268.20114281927
P238 Grifo Mexico - PVH,202511,ABARROTES,195312,1809521,5.589305555555556,180642.1818398598,1009818,10.017155304313969,6.0,5.5,23952.2653877693
P193 Trujillo Mansiche - PVS,202509,CAJAS,195258,1013714,5.191666666666667,1037849.189877551,963011,0.9767447716749688,,0.5,27983.179454253608
P120 Universitaria - PVH,202512,ELECTRO,195216,492725,2.5239986559139735,136796.3353517018,573741,3.6018877898535044,3.5,3.5,30787.25886716499
P192 Sullana - PVH,202507,ABARROTES,195178,1495912,7.664341397849462,297187.44701827964,1826640,5.033562773288969,7.0,8.5,28150.494452209383
1593 Aventura SJL - PVH,202506,ALMACÉN FRESCOS,195158,803385,4.116583333333334,135450.5095491379,724093,5.931204856106893,6.0,3.5,23623.65149092087
P110 Corpac - PVS,202505,ABARROTES,195147,1331629,6.823729838709679,318225.18660811184,1491046,4.184548885628827,6.0,7.0,31197.747424340458
P118 Alfonso Ugarte - PVH,202502,ABARROTES,194695,1990230,10.222291666666665,215613.95561664662,2072530,9.230525149951577,13.5,13.5,20303.178266452
P159 Acho - PVH,202506,CAJAS,194686,1708914,8.777805555555556,186342.6835363375,1990385,9.170812599501687,10.0,9.0,24493.996664567516
1199 San Miguel - PVH,202505,CAJAS,194668,5696432,29.262352150537637,164821.5433533503,5792292,34.56121028904445,32.0,32.5,23195.342825082134
P201 Huaral - PVH,202502,ABARROTES,194666,2398486,12.321041666666668,316323.7006867237,2379660,7.582377307779979,14.0,15.5,23088.064117955393
P037 Jockey Plaza - PVH,202511,CAJAS,194585,4884966,25.104479166666675,188133.00759542346,5373366,25.965492777881003,31.0,30.0,21890.811848815156
1199 San Miguel - PVH,202508,CAJAS,194474,5510065,28.333205645161286,214143.04177838756,5878021,25.73076638045638,32.5,31.0,23317.45614223593
P142 Chincha - PVH,202503,ALMACÉN FRESCOS,194470,573837,2.950772849462366,213147.22396532897,557609,2.692208133535634,3.0,3.0,26463.9990889939
P107 Mercaderes - PVS,202512,CAJAS,194432,2688953,13.829751344086013,163716.6411834286,3441665,16.424430714940513,16.5,17.0,28550.673123190198
P159 Acho - PVH,202508,CAJAS,194365,1733940,8.921048387096775,205135.3157138479,1965119,8.45266210728311,10.0,10.0,24882.35018667342
P120 Universitaria - PVH,202504,ALMACÉN FRESCOS,194352,630905,3.2462013888888896,125113.10056695223,698677,5.04268071961322,4.5,4.0,23521.595197805975
P120 Universitaria - PVH,202508,ALMACÉN FRESCOS,194102,586328,3.0207258064516127,133850.6415232784,676313,4.380461859034346,4.5,4.0,22490.69407587367
P132 El Ejercito - PVS,202511,CAJAS,194089,3209910,16.538375,204257.3302975421,3304406,15.715028661757787,21.5,19.0,28740.250478054833
P192 Sullana - PVH,202512,ALMACÉN FRESCOS,194086,485052,2.499159946236559,176249.4153093908,532328,2.752078009158399,4.0,2.5,28519.139044033607
P723 Puruchuco - PVH,202509,CAJAS,194033,6637775,34.20948611111112,204716.95599091268,6613614,32.42416021609196,39.0,36.0,21501.747720235162
P225 Cajamarca - PVH,202509,ALMACÉN FRESCOS,193931,757532,3.7932708333333336,196160.69366523746,584825,3.8617906872453402,4.5,4.5,22903.363302339116
P052 Brasil - PVH,202506,CAJAS,193908,3377232,17.416631944444454,180930.8799460536,3808342,18.66586632976613,23.0,18.0,24880.761181740778
P118 Alfonso Ugarte - PVH,202506,ABARROTES,193877,1659021,8.504270833333335,232959.6266554753,1876509,7.121495229959014,9.5,9.0,21742.83999461055
P115 Huancayo - PVH,202503,ABARROTES,193799,2754066,14.210940860215057,460824.5165904625,7263236,5.976386869294011,18.0,21.0,21949.285629162743
P177 Talara - PVH,202509,ABARROTES,193691,1917835,9.901500000000004,218806.25615478822,2580752,8.764989784584964,8.5,12.0,25828.308842094622
P221 Barranca - PVH,202509,CAJAS,193675,2089846,10.790451388888885,193097.62686500524,2121637,10.822741293765425,12.5,11.5,24841.475146815126
P112 Ceres - PVH,202510,ABARROTES,193647,2363545,12.205403225806453,217973.07952653916,2642731,10.843289433419361,13.5,14.0,22513.062036247826
P261 El Agustino - PVH,202501,ABARROTES,193484,1149646,5.941814516129033,172339.37494813206,1214127,6.670824646694941,8.0,7.5,23241.721804868448
1199 San Miguel - PVH,202503,ALMACÉN FRESCOS,193324,1565504,8.074415322580645,149611.86491852277,1547772,10.463767100641107,9.5,8.0,24259.7348754404
P203 Rimac Alcazar - PVH,202509,CAJAS,193235,4513614,23.35817361111111,224971.4429108705,4856112,20.063052766160236,26.0,26.5,27962.943973038233
P724 Tumbes - PVH,202502,ALMACÉN FRESCOS,193064,715059,3.6892187499999998,143851.53553104034,738901,4.970813257990592,6.0,4.5,27324.95870568803
P261 El Agustino - PVH,202503,ELECTRO,192995,475308,2.4627956989247313,166947.39838373306,396403,2.8470525722568722,2.5,2.5,8220.332692979391
P115 Huancayo - PVH,202505,ALMACÉN FRESCOS,192937,1102360,5.7135618279569895,180409.01064653258,1179039,6.110337981730887,8.0,6.5,21608.25833648953
P118 Alfonso Ugarte - PVH,202508,ELECTRO,192838,465051,2.411612903225807,212625.9590271667,462117,2.18717814197175,3.0,3.0,10498.368111289457
P259 Moquegua - PVH,202505,ALMACÉN FRESCOS,192513,654531,3.3999395161290327,144009.2565914638,602381,4.545063876392495,5.5,4.0,29522.269300331474
P089 Risso - PVH,202508,CAJAS,192502,4376681,22.73574596774194,196918.1535667085,4762999,22.225887561541374,30.0,26.0,26196.102861328385
SO04 Jaen - PVO,202507,ALMACÉN FRESCOS,192440,742065,3.6021303763440864,152464.04015625,729121,4.867148865001268,4.5,4.0,22605.114610716104
P225 Cajamarca - PVH,202505,ALMACÉN FRESCOS,192365,778910,3.88866935483871,174435.53413859472,689305,4.465318914786768,4.5,4.5,23034.529764929128
P221 Barranca - PVH,202504,ABARROTES,192193,1602376,8.337340277777779,260852.80881104295,1575014,6.142835292069758,9.0,9.0,22309.033073263938
1198 Cusco Wanchaq - PVH,202506,CAJAS,192020,2483727,12.93473611111111,241917.81988421854,2412969,10.266819290900967,14.5,13.5,24660.805389449815
P143 Nvo Chimbote - PVH,202502,ELECTRO,191971,616616,3.21203125,232299.77043765484,643131,2.6543977156683796,3.0,4.0,18893.963126915405
P193 Trujillo Mansiche - PVS,202505,CAJAS,191945,1103021,5.746538978494623,981966.694523077,853248,1.1232773129191687,1.0,0.5,27546.23097352895
P118 Alfonso Ugarte - PVH,202505,ABARROTES,191937,1759062,9.164778225806453,205238.89442707264,2016752,8.57080298990329,9.5,10.5,21463.61048280474
P180 Centro Trujillo - PVE,202506,ABARROTES,191821,518355,2.702291666666667,0,465010,Infinity,,,31539.896692622
P105 Salamanca - PVS,202502,CAJAS,191758,2406858,12.5515625,229204.90667744738,2485361,10.500902074435489,14.5,14.5,27939.435747541396
P037 Jockey Plaza - PVH,202501,ALMACÉN FRESCOS,191705,1052258,5.4889314516129035,237569.31450494556,1111058,4.42926647405086,6.5,6.5,24302.784098497345
P059 Callao - PVH,202510,CAJAS,191584,3278444,17.112271505376345,202543.18907535716,3692826,16.18639424493429,21.0,20.0,23459.347864710682
P195 San Borja - PVH,202504,CAJAS,191461,8273447,43.212215277777794,188864.16779695425,9287557,43.806334025704075,53.5,52.5,24885.06152918758
P112 Ceres - PVH,202506,ABARROTES,191323,2427177,12.622020833333332,251221.65888304947,2703739,9.66149531370588,13.5,14.5,21597.175571133124
P118 Alfonso Ugarte - PVH,202502,CAJAS,191306,2616813,13.678697916666668,182928.90707706872,2707109,14.30507950773207,15.5,16.0,21537.66394980029
P110 Corpac - PVS,202509,CAJAS,191218,2057836,10.761722222222222,178278.47558470615,2402330,11.542820484923048,12.0,9.5,28852.377304334812
V095 Monterrico - VIV,202503,CAJAS,191001,5723744,29.967103494623657,198470.88457973747,5633408,28.83921317789277,35.5,35.0,24046.971911358898
SO03 Huanuco - PVO,202510,ALMACÉN FRESCOS,190915,744387,3.886693548387097,191870.1766365949,679480,3.8796408751417433,5.0,5.0,19493.23996265173
P123 El Chacarero - PVH,202506,CAJAS,190752,7651471,40.11218749999997,315567.2512161366,5838039,24.24671952020584,23.5,23.0,21248.66912331821
P135 Colonial - PVH,202507,CAJAS,190708,3359857,17.617795698924727,208586.53898723837,3767849,16.10773708750957,20.0,19.5,23193.70975705772
P261 El Agustino - PVH,202511,ABARROTES,190520,1245201,6.5358125000000005,189658.0123368612,1293705,6.565505483566579,8.5,7.5,22912.989012460195
P102 Chiclayo - PVH,202506,ELECTRO,190392,1700033,8.926312500000002,223494.9406544849,1660473,7.606582301244077,6.5,10.5,18430.7909901205
P142 Chincha - PVH,202510,ALMACÉN FRESCOS,190249,477154,2.5080510752688174,164481.73835132297,485005,2.90095152679399,3.0,3.0,24706.96494622157
P037 Jockey Plaza - PVH,202502,CAJAS,190228,4649018,24.439218750000002,187607.79999709514,4894827,24.78051514954061,30.5,28.5,21617.31454693084
1199 San Miguel - PVH,202507,CAJAS,190162,5349157,28.129509408602143,195477.19069619523,6019067,27.36461088349433,32.0,30.5,22605.666908842104
P192 Sullana - PVH,202504,ALMACÉN FRESCOS,190148,382801,2.0131805555555555,202902.77640870793,409118,1.8866246523355679,4.0,3.0,32788.032259622356
1198 Cusco Wanchaq - PVH,202504,CAJAS,190054,2388226,12.566020833333335,192502.97810761674,2241116,12.406178457482813,14.5,14.0,24495.27285387677
P133 Guardia Civil - PVH,202503,ABARROTES,189981,2867296,15.09252688172043,333743.64013954217,5665589,8.59131316719968,17.5,18.0,21478.24566028192
P193 Trujillo Mansiche - PVS,202507,CAJAS,189962,922966,4.85869623655914,1061605.02912,830418,0.8694059039688962,,0.5,28383.003029154574
1199 San Miguel - PVH,202510,ELECTRO,189960,394823,2.078454301075269,159942.14769394448,461384,2.468538441508925,3.0,2.0,4147.3127388658595
P059 Callao - PVH,202507,ALMACÉN FRESCOS,189943,648557,3.4144758064516134,214157.92029098162,677835,3.028404222074953,4.0,4.5,24786.996539874108
P223 Cusco Mall - PVH,202504,ALMACÉN FRESCOS,189913,1007676,5.306000000000001,188936.74158324907,1010595,5.333403241507683,7.0,6.0,24167.529400678475
P109 Dasso - PVS,202509,CAJAS,189756,4984729,26.269152777777773,179742.41801159733,5278761,27.732625137369496,31.5,29.5,23525.068555799768
P112 Ceres - PVH,202505,ABARROTES,189739,2580661,13.601075268817208,187227.76304395887,2535185,13.783538499010382,13.5,14.5,21679.609455292903
P132 El Ejercito - PVS,202509,CAJAS,189706,2764151,14.570743055555555,195068.91812184037,3339848,14.170123495909827,21.0,15.0,30566.106224087755
P180 Centro Trujillo - PVE,202503,ABARROTES,189699,579606,3.055396505376344,0,509190,Infinity,,,32637.66251762372
V140 Libertadores - VIV,202504,ALMACÉN FRESCOS,189659,1181108,6.227520833333334,209289.45267477824,1082840,5.643420367845114,7.0,7.0,21442.9045801399
P226 Paita - PVH,202507,ALMACÉN FRESCOS,189637,575278,3.0335685483870973,176732.96491490956,708160,3.255067385289299,4.5,3.0,29051.88018476057
V093 Dos de Mayo - VIV,202512,CAJAS,189601,3354155,17.690571236559112,157752.07571824532,3366180,21.26218976662292,23.5,22.0,20792.08890891322
P037 Jockey Plaza - PVH,202509,CAJAS,189586,4351276,22.95144444444444,200979.23647570962,5229379,21.650374169502314,30.5,24.0,21572.955514782414
P081 La Molina - PVH,202511,ELECTRO,189576,590638,3.1155833333333334,163278.0278791379,705135,3.6173788210940665,4.0,4.0,23332.70923048118
P177 Talara - PVH,202509,CAJAS,189517,2704834,14.27227083333333,212107.12139762938,3480255,12.752205735371554,15.5,16.5,29250.17012884834
V090 Pezet - VIV,202512,CAJAS,189435,4322796,22.819388440860205,199960.50382681296,4401178,21.61824709015536,28.0,26.5,20683.904006596928
P132 El Ejercito - PVS,202505,CAJAS,189378,2961379,15.637379032258071,188661.34542276457,3117551,15.696798585655953,21.0,19.0,31686.267179292783
P192 Sullana - PVH,202510,ABARROTES,189297,1307476,6.906995967741935,245452.8241667345,1841520,5.326791958652878,7.0,7.5,27601.579744707185
P142 Chincha - PVH,202510,ELECTRO,189271,556457,2.9400000000000004,227811.8968097373,592816,2.442617825462991,2.5,4.0,21099.999999999996
P135 Colonial - PVH,202505,ALMACÉN FRESCOS,189253,724787,3.8297244623655917,306189.46712802764,730048,2.3671198973573553,3.0,4.0,25603.810656245452
1199 San Miguel - PVH,202504,CAJAS,189202,5432431,28.71229861111112,168110.04381947138,5774125,32.31473329359033,32.0,32.5,23177.506684974087
P143 Nvo Chimbote - PVH,202510,ALMACÉN FRESCOS,189049,571358,3.022278225806452,188352.4224864214,568170,3.0334522511447397,4.0,4.0,21806.87384676962
P089 Risso - PVH,202509,CAJAS,188960,4014582,21.245680555555555,208644.77869359887,4806804,19.24122709965119,30.0,25.0,26276.73886652777
P114 Pro - PVH,202501,ALMACÉN FRESCOS,188959,843870,4.465887096774194,223407.10922054382,790546,3.7772763496391013,5.0,5.0,22946.48135507521
V140 Libertadores - VIV,202508,CAJAS,188822,2720867,14.409697580645169,163873.86471107518,2799724,16.603420165852196,21.0,16.5,22491.635801942284
V140 Libertadores - VIV,202505,CAJAS,188817,2783964,14.744267473118278,139037.660630332,2742556,20.02309005616756,21.0,16.5,22577.04837537097
P052 Brasil - PVH,202502,ELECTRO,188763,359299,1.9034375,154083.4036000605,312512,2.3318461405006174,2.0,2.0,14832.638318831063
2638 SJB Ayacucho - PVH,202512,CAJAS,188684,9034801,47.88319892473117,0,,Infinity,52.5,55.0,19629.751794100233
P261 El Agustino - PVH,202504,CAJAS,188634,1565363,8.29840277777778,158488.20204207484,1696900,9.876839725801377,10.5,10.5,21566.251939379228
P081 La Molina - PVH,202507,ELECTRO,188537,705443,3.7416599462365596,289597.5824561404,807315,2.4359409150345357,4.0,4.0,24417.170804603065
P107 Mercaderes - PVS,202503,CAJAS,188533,2561977,13.58903225806452,157197.05400989507,2570592,16.29786745137559,20.5,15.0,30370.468048236235
P142 Chincha - PVH,202506,ALMACÉN FRESCOS,188475,449927,2.387194444444445,170474.15812731005,480280,2.6392702855525725,3.0,3.0,24246.868592839106
V095 Monterrico - VIV,202504,CAJAS,188419,5580728,29.618750000000006,192110.78750825732,5592440,29.049531170966286,35.5,38.0,23149.136611099384
P135 Colonial - PVH,202507,ALMACÉN FRESCOS,188366,653698,3.4703629032258068,361008.05110068567,716467,1.8107562920187694,3.0,4.0,24443.564654621503
P141 Chosica - PVH,202503,ELECTRO,188257,948355,5.037553763440861,143971.71019846093,845683,6.587095261233745,3.5,5.0,23336.72364018634
P052 Brasil - PVH,202507,CAJAS,188255,3419326,18.163259408602148,180898.54937033693,3744076,18.90189646020837,23.5,20.0,24196.850912774782
V090 Pezet - VIV,202511,CAJAS,188247,3732556,19.827986111111112,167263.60872586066,3588152,22.315409899576736,26.5,23.0,22079.194908991565
1593 Aventura SJL - PVH,202502,ALMACÉN FRESCOS,188188,744302,3.9551041666666666,120321.06148533686,555380,6.185963627745303,6.0,5.0,25573.892807290154
P147 Juliaca - PVH,202507,ALMACÉN FRESCOS,188180,1292805,5.780315860215055,241157.31852838848,1440481,5.360837223970933,7.0,6.0,22114.07007700169
P291 La Curva - PVH,202508,ALMACÉN FRESCOS,188142,825156,4.385819892473118,189841.96407047423,878682,4.346542420376985,5.5,5.0,22070.34770536767
P112 Ceres - PVH,202509,ALMACÉN FRESCOS,188121,384702,2.0449722222222224,143529.6492212441,403124,2.6802931804494343,3.0,2.0,21066.672462271963
P052 Brasil - PVH,202511,CAJAS,188043,3505717,18.64313888888889,197533.0151061053,3603736,17.747497541699023,24.0,22.5,23553.84641058
P135 Colonial - PVH,202504,CAJAS,187827,3542910,18.862666666666666,200892.95598264106,3807481,17.635811682248033,20.0,21.5,22899.384675196157
P112 Ceres - PVH,202508,ABARROTES,187807,2570742,13.688198924731186,220107.76066427247,2809642,11.679471192845035,13.5,14.5,21568.067619662957
P059 Callao - PVH,202507,CAJAS,187759,3593648,19.139684139784944,213104.25458264936,3948491,16.863335117536362,21.5,20.5,21891.824177444756
P158 Villa el Salvador - PVS,202509,CAJAS,187725,2126028,11.325222222222221,169344.00941111543,2408983,12.554491637425771,16.0,13.0,31238.625879305782
P180 Centro Trujillo - PVE,202505,ABARROTES,187636,550679,2.934825268817204,0,468799,Infinity,,,30931.31334411109
P052 Brasil - PVH,202509,CAJAS,187490,3165598,16.884048611111115,188605.64537995003,3665624,16.7842190705524,23.5,21.0,24585.84665095218
P102 Chiclayo - PVH,202508,ELECTRO,187420,1795260,9.57880376344086,241922.78489320737,1502776,7.42079697368103,6.5,10.5,16920.066847864982
P059 Callao - PVH,202504,CAJAS,187300,3403991,18.174041666666668,187226.91245270084,3589391,18.181098889081717,21.5,22.0,22484.006832088806
P108 Ayacucho - PVS,202502,CAJAS,187221,3070579,16.40083333333333,219822.75264685907,3177678,13.968430942782456,20.0,18.0,27451.3255424013
P177 Talara - PVH,202509,ALMACÉN FRESCOS,187199,472197,2.5224305555555557,171211.33541136436,589705,2.75797667756908,5.0,2.5,27591.780414613324
SO03 Huanuco - PVO,202501,ALMACÉN FRESCOS,187184,676939,3.616431451612903,145326.61146194077,668986,4.658050395520863,5.0,5.0,19651.279431358886
P203 Rimac Alcazar - PVH,202501,ELECTRO,187164,469761,2.5098857526881724,165070.29891549295,426911,2.84582104161871,2.0,3.0,38529.64219444079
P118 Alfonso Ugarte - PVH,202508,CAJAS,187118,2322929,12.414274193548387,188120.73858464544,2675512,12.348074154274022,14.0,13.5,21124.1588442025
V090 Pezet - VIV,202503,CAJAS,187082,3631719,19.412486559139786,169976.34276720678,3794339,21.366027712302685,29.0,25.0,22402.327526416106
P158 Villa el Salvador - PVS,202510,CAJAS,187061,2202861,11.77613575268817,171533.63049789798,2466996,12.842154180529597,16.0,13.5,28870.286241596
P220 Trujillo Valcarcel - PVS,202506,ALMACÉN FRESCOS,186935,188730,1.0096041666666669,0,193811,Infinity,,,27818.159757330628
P080 Bolichera - PVH,202509,ELECTRO,186866,641832,3.4347152777777783,118083.4029120559,811708,5.435412633543534,3.5,5.0,17666.09313807751
P135 Colonial - PVH,202505,ABARROTES,186641,2683956,14.38034274193549,214523.6834356375,2818162,12.511232638820758,14.0,15.0,23033.52610880948
P096 San Jorge - PVS,202505,ABARROTES,186478,2014088,10.800651881720432,230357.748162553,2139479,8.743306123042794,9.5,12.0,26979.76040623792
P192 Sullana - PVH,202505,ALMACÉN FRESCOS,186320,385163,2.0672110215053765,130681.8552003514,383937,2.9473315129288458,4.0,2.0,31867.92219791223
P231 Ventanilla - PVH,202503,ALMACÉN FRESCOS,186292,778789,4.180477150537635,183909.97434063855,763418,4.234619806740473,5.5,5.0,23101.87605919091
P089 Risso - PVH,202505,CAJAS,186270,4525076,24.293151881720433,168770.7319477146,4737641,26.81197206279744,30.0,29.0,25342.419666146674
P135 Colonial - PVH,202510,ALMACÉN FRESCOS,186168,638864,3.4316465053763445,383688.0556678111,685805,1.6650599114638964,3.0,4.0,24830.392602065287
P223 Cusco Mall - PVH,202509,ALMACÉN FRESCOS,186087,1337144,5.537923611111111,222355.9110846223,1054060,6.0135291365882395,7.0,6.5,22945.141342335235
P059 Callao - PVH,202505,CAJAS,186081,3643035,19.577654569892477,211555.34656799262,3711089,17.220244768567696,21.5,21.5,21774.623639318877
P089 Risso - PVH,202504,CAJAS,186077,4267977,22.936618055555567,159660.3601239306,4733668,26.73160054685545,30.0,27.0,26374.501224842723
P195 San Borja - PVH,202511,CAJAS,186010,8464725,45.50675694444449,184873.31601006235,9009471,45.786621307421555,53.5,52.0,23254.46990854378
P223 Cusco Mall - PVH,202505,ALMACÉN FRESCOS,185848,1051478,5.657721774193549,188270.48319693844,1067816,5.584932763465169,7.0,6.0,23827.07835066976
P220 Trujillo Valcarcel - PVS,202504,ALMACÉN FRESCOS,185674,191835,1.0331805555555555,0,220687,Infinity,,,28131.192407479604
P223 Cusco Mall - PVH,202510,ALMACÉN FRESCOS,185657,1125178,6.0605040322580646,262737.87896363204,1121859,4.282509794317652,7.0,7.5,22648.919837259356
P223 Cusco Mall - PVH,202506,ALMACÉN FRESCOS,185491,990330,5.338958333333333,199036.25718015665,1093657,4.975626069493498,7.0,6.0,22456.51726694502
P122 Ica - PVH,202512,FRESCOS,185314,1396209,7.5342674731182715,179287.39807150344,1390025,7.787546503648646,9.0,8.5,22190.430668478006
P221 Barranca - PVH,202510,ABARROTES,185306,1482307,7.999240591397849,277380.0688393952,1559909,5.34395707017531,9.0,8.0,22168.355604992747
P141 Chosica - PVH,202502,ELECTRO,185249,728772,3.934010416666667,121994.1104951677,625878,5.97382748267071,3.5,5.0,21824.29401718454
P059 Callao - PVH,202509,CAJAS,185220,3225899,17.41658333333333,203947.0234793218,3736901,15.817336605194802,21.0,18.5,22623.743271498908
